NIK,Nama_Klien,Tgl_Daftar,No_Tlp_K,Email_K,Alamat_K,Gender_K,Tmpt_tgl_lhr_K,Tgl_lhr_K,Jenis_LH
10002245,Uda Farida,2023-05-22,088 119 6989,klien2245_level-left-whole@pd.net,"Gang Rajiman No. 181, Sibolga, BB 31745",Laki-Laki,Kota Administrasi Jakarta Pusat,1968-02-07,5437
10002246,Abyasa Saputra,2025-11-01,(085) 779 9580,klien2246_authority-safe-rule@pt.int,"Jalan Gegerkalong Hilir No. 1, Jayapura, Kalimantan Tengah 91656",Laki-Laki,Bontang,2004-10-07,5972
10002247,"Cut Zulfa Melani, S.Ked",2026-04-03,(037) 471-9245,klien2247_government-former@ud.ac.id,"Gang Astana Anyar No. 9, Probolinggo, Sulawesi Selatan 84048",Laki-Laki,Parepare,1980-07-12,2293
10002248,Laras Mansur,2025-07-28,+62-0536-803-55,klien2248_bank-music-some-tv@ud.ponpes.id,"Gg. PHH. Mustofa No. 37, Tomohon, Sumatera Barat 48231",Laki-Laki,Metro,1967-10-19,8921
10002249,"Ir. Yuni Siregar, S.Ked",2024-12-07,(0223) 885 2390,klien2249_attention-avoid@ud.mil,"Jalan Joyoboyo No. 0, Kupang, ST 16111",Wanita,Denpasar,1975-03-18,5143
10002250,"R. Simon Lailasari, S.Sos",2025-01-22,086 839 1791,klien2250_interest-enter-me@perum.sch.id,"Jl. H.J Maemunah No. 45, Bengkulu, BE 76080",Wanita,Makassar,1979-08-19,648
10002251,"R.A. Lala Hutasoit, S.Farm",2023-05-19,080 359 3410,klien2251_show-executive-fall@pt.web.id,"Gg. Jamika No. 16, Padang Sidempuan, LA 29364",Wanita,Bandar Lampung,2004-12-27,3095
10002252,Emas Sihotang,2023-10-06,+62-096-299-287,klien2252_statement-standard@cv.ponpes.id,"Jalan Jend. Sudirman No. 2, Jayapura, DI Yogyakarta 03673",Wanita,Kota Administrasi Jakarta Barat,1974-11-25,7560
10002253,"dr. Devi Prayoga, M.Pd",2026-11-18,+62 (0842) 169-,klien2253_individual-decade@pd.web.id,"Jl. Cikutra Barat No. 9, Tanjungbalai, Maluku Utara 11354",Wanita,Kota Administrasi Jakarta Barat,1967-02-02,6713
10002254,Dadap Hasanah,2026-01-14,+62 (099) 612-3,klien2254_five-while-really@pd.go.id,"Gg. Surapati No. 344, Bau-Bau, JK 67196",Wanita,Mataram,1966-05-24,5410
10002255,Surya Pangestu,2024-04-28,+62 (894) 360-9,klien2255_foreign-agent@ud.id,"Gg. Lembong No. 11, Pekalongan, Papua Barat 41506",Laki-Laki,Balikpapan,1990-05-20,8004
10002256,"drg. Kamaria Pradana, S.Kom",2026-01-17,+62 (68) 933 18,klien2256_person-business@pt.edu,"Jl. Rumah Sakit No. 24, Surakarta, Bali 62426",Wanita,Sawahlunto,1974-04-28,3492
10002257,"Ir. Prayitna Gunawan, M.M.",2026-08-22,+62-756-807-193,klien2257_expect-left-what@ud.org,"Gg. Bangka Raya No. 3, Surakarta, Lampung 69668",Wanita,Tarakan,1963-04-26,3075
10002258,Gawati Hutagalung,2025-11-26,+62 (0781) 592 ,klien2258_take-fear-visit-eye@perum.id,"Jl. Kiaracondong No. 6, Tarakan, Kalimantan Utara 10687",Wanita,Bandar Lampung,1970-09-12,3702
10002259,Gantar Saputra,2025-06-04,(0851) 564-3416,klien2259_free-almost-ever@pt.gov,"Jl. PHH. Mustofa No. 457, Tegal, JT 18093",Wanita,Meulaboh,1988-01-24,5415
10002260,Opan Lailasari,2023-03-07,+62 (146) 418-5,klien2260_law-while-try-good@pd.biz.id,"Jalan Ciumbuleuit No. 94, Mataram, RI 33362",Laki-Laki,Padang,1998-11-10,8883
10002261,Uli Sirait,2023-09-17,+62 (0670) 531-,klien2261_drive-determine-art@pt.com,"Gang Erlangga No. 56, Palu, Jawa Barat 08329",Laki-Laki,Kendari,1984-02-11,6610
10002262,"Puti Nadine Mayasari, S.Psi",2024-04-26,+62 (0860) 261 ,klien2262_will-world@cv.my.id,"Gang Dipenogoro No. 53, Pariaman, Bali 73180",Wanita,Tual,1984-03-23,1222
10002263,"Lurhur Maryati, M.Pd",2024-04-11,(0976) 166 8347,klien2263_hit-laugh-house@ud.sch.id,"Gang Pasirkoja No. 36, Lhokseumawe, SS 26108",Laki-Laki,Banjarbaru,1962-10-24,5420
10002264,Maya Maryadi,2024-05-26,+62 (24) 168 71,klien2264_thus-political@perum.net.id,"Jl. Ciwastra No. 5, Solok, KU 43091",Wanita,Salatiga,1988-09-29,1706
10002265,Maria Mustofa,2024-07-02,0864674399,klien2265_develop-through@perum.com,"Gang Kapten Muslihat No. 7, Payakumbuh, Papua Barat 37072",Wanita,Tegal,1963-12-25,4144
10002266,Cut Betania Widiastuti,2026-06-29,088 664 7775,klien2266_second-analysis@pd.com,"Gg. W.R. Supratman No. 001, Malang, Gorontalo 60132",Laki-Laki,Lubuklinggau,1992-04-03,8778
10002267,Gina Prasasta,2026-03-12,+62 (044) 263-7,klien2267_where-role-identify@pt.ponpes.id,"Gang Yos Sudarso No. 8, Kotamobagu, JA 31652",Wanita,Batam,1995-07-25,4488
10002268,"Estiawan Mangunsong, S.Pt",2024-01-15,+62 (03) 621 07,klien2268_hold-environment@pt.net.id,"Gg. Cikutra Timur No. 8, Denpasar, Kepulauan Riau 59720",Laki-Laki,Pangkalpinang,2003-10-06,555
10002269,H. Caraka Prasetyo,2024-01-06,+62-034-522-369,klien2269_size-too-cell-occur@pd.edu,"Jalan PHH. Mustofa No. 5, Banjar, DI Yogyakarta 88840",Laki-Laki,Singkawang,1987-10-20,415
10002270,Artanto Purnawati,2023-10-19,+62 (826) 811-2,klien2270_your-part-indicate@pt.or.id,"Gg. Ahmad Yani No. 905, Magelang, Sumatera Utara 29026",Laki-Laki,Pekanbaru,2001-12-17,2607
10002271,Tgk. Prayitna Latupono,2025-05-06,+62-45-848-8241,klien2271_particular-artist@perum.com,"Gang Monginsidi No. 57, Madiun, Papua 94796",Laki-Laki,Bitung,1983-07-12,7265
10002272,Ella Safitri,2024-08-27,+62 (069) 560-0,klien2272_cell-away-stock@perum.com,"Gang Merdeka No. 1, Mojokerto, AC 12018",Laki-Laki,Tanjungbalai,1973-03-24,5291
10002273,Sakura Sitompul,2023-01-12,+62 (0570) 616 ,klien2273_ability-all-set@cv.biz.id,"Jl. Monginsidi No. 44, Payakumbuh, SU 91185",Wanita,Ambon,1996-12-13,4574
10002274,Eka Lazuardi,2023-03-11,(0850) 953 9626,klien2274_through-might@cv.mil,"Jl. Sadang Serang No. 292, Yogyakarta, SG 02246",Wanita,Ambon,1992-02-27,4865
10002275,Yuni Yolanda,2024-07-07,(090) 681 7209,klien2275_responsibility@ud.ac.id,"Gg. Surapati No. 489, Lubuklinggau, Riau 90933",Wanita,Tanjungpinang,1983-09-17,8054
10002276,Kamaria Astuti,2023-08-25,+62 (607) 878 1,klien2276_interesting-firm@perum.net,"Jl. Rajawali Timur No. 70, Palembang, JB 21157",Laki-Laki,Tanjungbalai,1966-09-25,9222
10002277,dr. Hesti Mustofa,2023-09-10,(0696) 461 2801,klien2277_still-fight-watch@pt.id,"Jalan Sukabumi No. 391, Bogor, Kalimantan Utara 17133",Wanita,Bitung,1987-10-13,1418
10002278,Michelle Wasita,2026-01-02,+62-758-478-348,klien2278_feeling-why-land@pt.ac.id,"Gang Pasirkoja No. 445, Jayapura, RI 30146",Laki-Laki,Malang,2002-02-03,7614
10002279,Adhiarja Wijaya,2025-07-23,(0446) 240 7678,klien2279_husband-view-action@cv.desa.id,"Jalan Tubagus Ismail No. 385, Bengkulu, Banten 63381",Wanita,Bekasi,1979-07-22,154
10002280,Usyi Suryatmi,2023-01-23,(018) 148 0329,klien2280_movement-season@cv.net.id,"Gg. Raya Ujungberung No. 45, Langsa, KS 00124",Laki-Laki,Cilegon,1999-01-06,3693
10002281,Drs. Umar Latupono,2026-10-14,+62 (088) 752 6,klien2281_security-cultural@ud.org,"Jl. K.H. Wahid Hasyim No. 30, Tebingtinggi, Aceh 13955",Laki-Laki,Bandung,1967-02-27,5243
10002282,Sutan Among Nasyidah,2024-05-15,+62 (278) 823-5,klien2282_game-break-bag@pt.biz.id,"Gg. Pacuan Kuda No. 4, Tomohon, JT 23429",Wanita,Banda Aceh,1964-02-03,3249
10002283,"Galih Nuraini, M.M.",2026-01-25,(018) 619 0594,klien2283_foreign-sort-by@ud.int,"Gg. Sadang Serang No. 76, Tangerang, Sulawesi Barat 01050",Wanita,Pasuruan,1986-06-24,3868
10002284,"Vivi Mangunsong, S.E.",2026-11-01,+62 (075) 246 9,klien2284_word-go-election@pd.co.id,"Gang Cikutra Barat No. 08, Bandar Lampung, PB 42901",Laki-Laki,Pangkalpinang,2000-10-18,9165
10002285,Samiah Samosir,2025-08-16,+62 (002) 311 0,klien2285_heavy-organization@pt.id,"Jalan Otto Iskandardinata No. 70, Kota Administrasi Jakarta Pusat, BE 54412",Laki-Laki,Subulussalam,1970-11-10,1428
10002286,"R.A. Kamila Siregar, S.H.",2026-06-29,+62 (0428) 387-,klien2286_deal-degree-what@pd.ponpes.id,"Gg. Gegerkalong Hilir No. 7, Tarakan, Kalimantan Selatan 15607",Wanita,Bau-Bau,1981-09-07,377
10002287,"drg. Zalindra Suartini, S.Pd",2026-05-07,080 034 6638,klien2287_mention-threat@ud.biz.id,"Gg. Kutisari Selatan No. 658, Parepare, AC 59575",Laki-Laki,Sungai Penuh,2004-06-04,6650
10002288,Bagya Mandala,2025-08-25,(0953) 215-6575,klien2288_cost-his-voice-sort@pd.mil,"Gang PHH. Mustofa No. 6, Bogor, KB 22799",Laki-Laki,Tarakan,1975-08-10,1372
10002289,Cornelia Laksita,2024-11-29,+62 (479) 142 8,klien2289_agree-some-upon@pd.desa.id,"Jl. Rajawali Barat No. 82, Pekalongan, JK 20480",Laki-Laki,Blitar,1978-07-26,1187
10002290,R.M. Lega Lazuardi,2024-08-19,(098) 435-3414,klien2290_their-around-check@pt.co.id,"Jalan Dipatiukur No. 208, Banjar, DI Yogyakarta 14199",Laki-Laki,Langsa,1987-11-30,2710
10002291,Bagus Widodo,2025-01-14,0814170963,klien2291_probably-sort-up@pd.com,"Gang Gedebage Selatan No. 336, Tanjungbalai, SU 24154",Laki-Laki,Ambon,1981-10-25,8011
10002292,Darsirah Nugroho,2023-03-06,(029) 135 8662,klien2292_question-sit@perum.my.id,"Gg. Antapani Lama No. 26, Tarakan, Sulawesi Utara 27850",Laki-Laki,Meulaboh,1962-11-09,5525
10002293,"Cut Ulya Hariyah, S.IP",2026-11-11,088 395 1518,klien2293_peace-later-gun@ud.sch.id,"Jalan Cihampelas No. 11, Kediri, DI Yogyakarta 60751",Laki-Laki,Surakarta,1986-05-20,7021
10002294,Lidya Usamah,2023-12-18,+62 (0749) 350-,klien2294_become-use-both-man@perum.ac.id,"Jalan Kendalsari No. 5, Kendari, JI 06560",Laki-Laki,Banjar,1986-11-24,5209
10002295,Hj. Rahmi Widiastuti,2024-12-07,+62 (0896) 981-,klien2295_treatment-example@perum.mil.id,"Jl. Ciumbuleuit No. 1, Bandung, SS 74578",Wanita,Langsa,1978-12-26,1356
10002296,"Jessica Hidayat, S.T.",2026-04-23,+62-007-212-452,klien2296_business-war@pd.com,"Gang Cikapayang No. 3, Palu, BE 19853",Wanita,Tegal,1988-02-21,2014
10002297,"Patricia Prabowo, S.Pt",2026-11-09,+62 (0282) 449 ,klien2297_chance-past-time@cv.my.id,"Gang Astana Anyar No. 18, Ternate, Sumatera Selatan 11939",Laki-Laki,Malang,1979-07-30,2950
10002298,"drg. Soleh Siregar, M.Pd",2024-02-22,(008) 768-6131,klien2298_task-agency-else@cv.my.id,"Gg. Kapten Muslihat No. 9, Bau-Bau, Aceh 54789",Laki-Laki,Tarakan,1985-07-30,3075
10002299,"Tgk. Puput Wahyudin, S.Pt",2025-06-03,0869950593,klien2299_traditional-thus@cv.web.id,"Jalan Astana Anyar No. 65, Kota Administrasi Jakarta Selatan, Gorontalo 03636",Laki-Laki,Bandung,1981-12-17,3535
10002300,"Ir. Zelda Hidayanto, M.Pd",2025-08-28,+62 (0778) 459 ,klien2300_them-quite-leader@ud.net,"Gang Asia Afrika No. 50, Pontianak, Kalimantan Utara 01063",Laki-Laki,Banda Aceh,1961-03-10,8315
10002301,Shakila Safitri,2025-06-20,(0459) 907-3837,klien2301_world-prove-western@pd.int,"Jl. Gardujati No. 0, Pariaman, RI 00454",Wanita,Tomohon,1983-01-14,1007
10002302,"Ika Winarno, S.Kom",2026-03-13,0846654765,klien2302_detail-join-various@perum.sch.id,"Gg. KH Amin Jasuta No. 2, Pasuruan, Papua 24145",Laki-Laki,Tangerang,1992-06-21,8559
10002303,KH. Jaga Ardianto,2023-04-26,0807393509,klien2303_many-assume-teacher@cv.ponpes.id,"Jalan Jamika No. 067, Denpasar, Banten 08910",Laki-Laki,Meulaboh,1961-02-25,1948
10002304,R.M. Harja Andriani,2023-03-31,+62 (61) 275-57,klien2304_class-certainly@ud.gov,"Gg. BKR No. 71, Bima, Bengkulu 74355",Laki-Laki,Manado,1979-12-27,6019
10002305,Daruna Samosir,2024-01-11,0818958178,klien2305_one-practice-ready@cv.biz.id,"Jl. Rawamangun No. 33, Jayapura, SN 20771",Wanita,Blitar,1997-10-15,4183
10002306,"Ilsa Najmudin, S.Gz",2025-09-29,+62 (027) 528-1,klien2306_against-card@perum.my.id,"Gg. Rumah Sakit No. 63, Singkawang, Jawa Timur 98397",Wanita,Tidore Kepulauan,1997-03-31,7682
10002307,"Harsanto Nainggolan, S.Ked",2026-07-29,(0687) 508 2068,klien2307_focus-campaign-plan@pt.edu,"Jl. Ronggowarsito No. 7, Medan, Papua 94615",Wanita,Kota Administrasi Jakarta Selatan,1975-05-18,8156
10002308,"Dr. Dagel Wibisono, M.Ak",2023-02-10,+62 (032) 290 1,klien2308_matter-security@perum.go.id,"Gg. Ahmad Dahlan No. 4, Solok, Papua 27867",Laki-Laki,Padang,1994-09-08,1660
10002309,"Ani Sihombing, S.Ked",2025-03-04,+62 (08) 426 85,klien2309_sign-bed-many@cv.int,"Jl. Abdul Muis No. 123, Solok, LA 85864",Wanita,Madiun,1997-01-23,1626
10002310,Hilda Iswahyudi,2023-09-09,+62-0392-324-16,klien2310_above-center-here@pt.ponpes.id,"Gg. Monginsidi No. 3, Bengkulu, Bali 14940",Wanita,Subulussalam,1996-06-06,375
10002311,Yuliana Adriansyah,2024-09-19,+62 (0059) 864-,klien2311_draw-read-she-paper@ud.ponpes.id,"Jalan Tubagus Ismail No. 2, Bau-Bau, RI 15590",Wanita,Medan,1971-07-07,8793
10002312,Dr. Dina Kusumo,2025-02-23,0879768986,klien2312_language-student-pm@ud.mil.id,"Gang Waringin No. 1, Magelang, SR 46290",Wanita,Bima,1997-05-20,2767
10002313,Dalima Mardhiyah,2024-12-29,+62 (62) 476-03,klien2313_brother-last-return@pt.mil.id,"Gang Cikapayang No. 647, Pontianak, DKI Jakarta 19623",Wanita,Kota Administrasi Jakarta Barat,1991-09-21,9210
10002314,"Sarah Maheswara, M.M.",2026-06-06,+62-669-863-695,klien2314_trade-necessary@ud.com,"Gang Pasir Koja No. 43, Sabang, PA 43174",Wanita,Pekalongan,1965-11-26,664
10002315,Cinthia Anggriawan,2024-11-02,(065) 108 1248,klien2315_offer-those-appear@pd.ponpes.id,"Gang Kebonjati No. 0, Bukittinggi, JK 72375",Wanita,Tebingtinggi,1971-08-28,8368
10002316,Nadia Najmudin,2024-08-09,+62-46-073-2943,klien2316_prove-move-military@perum.mil.id,"Gg. Rajawali Timur No. 727, Bengkulu, Jawa Timur 48106",Laki-Laki,Langsa,1972-12-03,855
10002317,"Ir. Indah Adriansyah, M.Ak",2024-04-16,+62-98-100-9543,klien2317_measure-difference@pt.co.id,"Jalan Raya Ujungberung No. 99, Parepare, JK 49064",Laki-Laki,Sungai Penuh,1960-04-18,4855
10002318,"Puti Nurul Pratama, S.Ked",2024-06-25,+62-0283-652-86,klien2318_drop-officer-energy@perum.web.id,"Gg. Cikapayang No. 9, Kotamobagu, RI 33391",Wanita,Serang,1984-07-09,3077
10002319,"Ir. Novi Lailasari, S.Kom",2025-09-13,+62 (0615) 403 ,klien2319_seem-specific-into@pt.sch.id,"Jl. Cihampelas No. 4, Bandar Lampung, MU 48245",Laki-Laki,Dumai,2005-03-20,9998
10002320,Genta Firgantoro,2025-01-07,(006) 860 3330,klien2320_ago-third-purpose@cv.sch.id,"Gg. M.H Thamrin No. 85, Sorong, Sulawesi Barat 49105",Laki-Laki,Medan,1984-12-05,3299
10002321,"Nilam Mangunsong, M.TI.",2023-09-27,(004) 513 3400,klien2321_form-whatever-ago@pt.int,"Gang Moch. Ramdan No. 964, Bandar Lampung, Lampung 73638",Wanita,Padangpanjang,1994-07-06,5258
10002322,Baktianto Adriansyah,2023-02-19,(052) 170-4965,klien2322_too-least-expect@ud.mil,"Gang Ronggowarsito No. 000, Tual, JK 79464",Laki-Laki,Pariaman,1998-12-22,8614
10002323,"H. Vino Maulana, S.Farm",2024-11-17,(0747) 507 1109,klien2323_create-game-close@pt.web.id,"Jalan Antapani Lama No. 41, Pontianak, Jawa Barat 39127",Wanita,Meulaboh,1973-07-03,4853
10002324,Limar Hakim,2026-06-03,+62 (050) 400-9,klien2324_add-begin-ground@pt.id,"Jalan Otto Iskandardinata No. 07, Serang, ST 08831",Wanita,Palu,1988-01-05,3421
10002325,Darmana Prabowo,2024-11-25,+62 (000) 374-0,klien2325_on-here-increase@perum.ac.id,"Gg. K.H. Wahid Hasyim No. 5, Palangkaraya, SU 03686",Laki-Laki,Tebingtinggi,1986-06-25,9425
10002326,Cut Rahmi Hidayanto,2023-01-20,+62 (23) 699-28,klien2326_among-last-tree@pt.id,"Jalan Laswi No. 0, Payakumbuh, YO 56930",Laki-Laki,Serang,2005-09-19,3174
10002327,"Aisyah Maulana, S.E.I",2025-12-11,+62 (190) 835-0,klien2327_mention-member@cv.or.id,"Jalan Gedebage Selatan No. 63, Manado, JT 69812",Laki-Laki,Tangerang,1995-09-14,98
10002328,Irsad Thamrin,2026-12-04,+62 (095) 130-1,klien2328_important-seek-pull@perum.net.id,"Gg. Erlangga No. 923, Palu, KB 42472",Wanita,Pagaralam,1994-04-23,2043
10002329,"Bagya Fujiati, S.Farm",2023-03-29,(075) 108 6186,klien2329_her-and-account@ud.co.id,"Gang Cihampelas No. 29, Cirebon, Bengkulu 71996",Wanita,Ambon,1966-07-09,4193
10002330,Rizki Riyanti,2025-05-02,+62-916-399-952,klien2330_democratic-rule@ud.gov,"Gang Gegerkalong Hilir No. 52, Samarinda, Kepulauan Bangka Belitung 85352",Laki-Laki,Lubuklinggau,1964-05-22,2114
10002331,H. Erik Samosir,2023-07-14,+62-028-599-426,klien2331_smile-point-what@cv.go.id,"Jalan Kutisari Selatan No. 626, Palopo, Banten 45314",Wanita,Magelang,1966-06-21,287
10002332,Julia Adriansyah,2025-09-05,+62-74-842-9620,klien2332_north-necessary@ud.or.id,"Jl. Joyoboyo No. 6, Pematangsiantar, BE 05388",Laki-Laki,Bekasi,1983-10-20,2171
10002333,"Adinata Zulkarnain, S.E.",2023-03-16,(015) 648 3196,klien2333_government-magazine@perum.co.id,"Jalan Raya Setiabudhi No. 206, Tasikmalaya, Kalimantan Timur 15286",Laki-Laki,Pematangsiantar,1979-07-11,3602
10002334,Ir. Ophelia Ramadan,2025-12-21,+62 (234) 260 9,klien2334_today-speak-public@pd.sch.id,"Jalan Setiabudhi No. 221, Tual, Sumatera Selatan 33188",Laki-Laki,Batam,1973-01-20,140
10002335,Talia Wacana,2025-07-23,+62 (73) 607 94,klien2335_discuss-contain@pd.mil.id,"Gang Jamika No. 25, Banjar, GO 72546",Wanita,Ambon,1988-06-18,9405
10002336,Abyasa Wibisono,2023-04-09,(092) 190-7322,klien2336_art-perhaps-green@perum.desa.id,"Gang Astana Anyar No. 1, Pasuruan, KR 58090",Laki-Laki,Kupang,2003-05-01,1587
10002337,"Dinda Hutapea, M.Pd",2023-02-19,(049) 427-0895,klien2337_how-somebody-phone@pd.gov,"Jalan Peta No. 7, Surabaya, Kepulauan Bangka Belitung 66326",Laki-Laki,Gorontalo,1981-11-20,1994
10002338,Garda Sitorus,2024-08-10,+62 (45) 756-44,klien2338_per-kind-here@pt.mil,"Jl. Jamika No. 15, Kota Administrasi Jakarta Pusat, BB 35016",Wanita,Kota Administrasi Jakarta Utara,1963-10-17,8088
10002339,Cindy Firgantoro,2026-03-20,080 756 7840,klien2339_institution-whole@perum.biz.id,"Gg. Cikapayang No. 80, Kota Administrasi Jakarta Pusat, KI 87786",Wanita,Cimahi,1985-05-14,5975
10002340,Eluh Handayani,2024-12-23,+62 (306) 710 2,klien2340_instead-natural@perum.go.id,"Gang Jakarta No. 513, Probolinggo, Jawa Timur 02581",Wanita,Malang,1966-11-25,83
10002341,Almira Suwarno,2024-03-12,+62 (022) 884-9,klien2341_plan-speak-idea-say@pt.my.id,"Jl. Rajawali Barat No. 28, Bontang, PA 08550",Laki-Laki,Batu,1996-08-30,5354
10002342,"Gadang Rahimah, S.Ked",2023-04-25,+62 (0885) 751 ,klien2342_quite-indeed-see@cv.edu,"Gg. Kiaracondong No. 0, Mojokerto, KR 44966",Wanita,Surakarta,1968-02-13,1575
10002343,Kayun Wasita,2024-02-26,+62 (0393) 713 ,klien2343_road-whom-across@perum.org,"Gang Ahmad Yani No. 9, Tomohon, Sulawesi Utara 92288",Laki-Laki,Pekalongan,1980-04-18,3750
10002344,Keisha Sitorus,2023-09-19,0837798869,klien2344_about-economic-drug@ud.int,"Gg. K.H. Wahid Hasyim No. 85, Mojokerto, AC 44532",Laki-Laki,Sabang,1992-08-06,1372
10002345,Tomi Riyanti,2023-05-22,+62 (535) 215 5,klien2345_fly-skill-either@pt.ac.id,"Gg. Asia Afrika No. 009, Medan, Nusa Tenggara Timur 30618",Laki-Laki,Depok,2005-11-16,9137
10002346,Kartika Tampubolon,2026-07-16,+62 (390) 690 4,klien2346_contain-figure-true@cv.sch.id,"Jalan Kutisari Selatan No. 99, Medan, JI 68062",Wanita,Tidore Kepulauan,1989-12-11,9665
10002347,"Tri Novitasari, S.IP",2025-10-23,081 534 0807,klien2347_operation-simple@pt.web.id,"Jl. HOS. Cokroaminoto No. 172, Ambon, JA 49321",Wanita,Bitung,1995-04-09,3654
10002348,Tgk. Vera Nashiruddin,2023-07-08,+62 (613) 508 6,klien2348_former-more-today@cv.biz.id,"Gg. Pasteur No. 0, Bandung, Banten 69491",Laki-Laki,Jayapura,2003-12-05,7432
10002349,Unjani Setiawan,2024-01-25,+62 (047) 404 8,klien2349_cost-bag-defense@pd.int,"Jalan Raya Setiabudhi No. 8, Pekalongan, GO 99473",Wanita,Palopo,1975-03-23,781
10002350,"Maida Melani, S.Pd",2023-11-01,+62 (098) 104-5,klien2350_wide-recently@perum.org,"Jl. Peta No. 4, Payakumbuh, GO 18038",Laki-Laki,Depok,2001-12-28,5215
10002351,"Darsirah Tampubolon, S.I.Kom",2024-03-10,(0063) 627-8479,klien2351_last-movement@ud.my.id,"Jl. Rumah Sakit No. 389, Bekasi, Sulawesi Barat 74490",Wanita,Sabang,1970-12-29,2305
10002352,Putri Widiastuti,2026-06-15,+62 (090) 959 4,klien2352_mother-television@pd.int,"Jl. Sukabumi No. 37, Prabumulih, Maluku 56284",Wanita,Probolinggo,2002-04-23,5965
10002353,Banawa Saragih,2024-11-17,+62-25-089-6101,klien2353_major-mr-yeah@perum.int,"Gg. Jend. Sudirman No. 06, Lhokseumawe, Kalimantan Tengah 25383",Wanita,Cilegon,1968-06-25,3161
10002354,"Drs. Langgeng Mayasari, S.Ked",2024-07-21,+62 (0852) 008 ,klien2354_kid-learn-painting@perum.id,"Jl. Sukajadi No. 653, Lhokseumawe, Kepulauan Riau 23902",Laki-Laki,Tomohon,1971-11-19,4736
10002355,"Sutan Akarsana Sinaga, S.IP",2024-11-04,+62-042-434-293,klien2355_mean-program-rate@cv.id,"Gang Suniaraja No. 946, Banda Aceh, Sumatera Barat 06886",Wanita,Bandung,1999-02-11,5841
10002356,Almira Sudiati,2026-09-12,+62 (019) 158 4,klien2356_shoulder-red-health@pd.com,"Jl. Soekarno Hatta No. 5, Surakarta, JT 70657",Wanita,Tanjungpinang,1978-02-16,7164
10002357,Jamalia Wastuti,2024-01-29,+62 (17) 896 91,klien2357_national-difficult@ud.int,"Jl. Ciumbuleuit No. 761, Bitung, JB 15967",Wanita,Ambon,1988-07-09,7213
10002358,"Karen Permadi, M.Farm",2024-04-25,+62 (0119) 910-,klien2358_base-lawyer@pd.or.id,"Gang Kutai No. 8, Malang, Nusa Tenggara Timur 23294",Laki-Laki,Pontianak,2000-10-07,6957
10002359,Prasetyo Saputra,2026-07-25,+62 (050) 578 0,klien2359_body-official-third@cv.id,"Gang Kiaracondong No. 7, Balikpapan, SG 57862",Laki-Laki,Sorong,1971-01-15,227
10002360,Gaiman Pratiwi,2024-07-21,+62 (84) 667-89,klien2360_product-so-late@perum.id,"Jl. Jend. Sudirman No. 474, Bukittinggi, Bali 25890",Laki-Laki,Banda Aceh,1985-08-25,6054
10002361,Ghaliyati Salahudin,2026-10-05,+62 (057) 370-6,klien2361_whom-listen-summer@pt.gov,"Jalan Cikutra Timur No. 625, Sawahlunto, Nusa Tenggara Timur 30978",Laki-Laki,Bandar Lampung,1980-04-09,5798
10002362,Laksana Maryati,2024-02-08,+62-25-712-1215,klien2362_close-other-main-pm@pd.net.id,"Jalan Cihampelas No. 937, Cirebon, SS 84090",Wanita,Bima,1999-07-14,9104
10002363,"Tgk. Tirtayasa Laksita, S.E.",2023-01-03,0898221829,klien2363_thought-bring-goal@pd.mil,"Jl. Kebonjati No. 383, Bandung, MU 59869",Wanita,Palembang,1988-04-15,3120
10002364,"Yulia Utama, S.Gz",2024-11-11,+62 (0523) 346 ,klien2364_culture-address@pt.mil.id,"Jl. R.E Martadinata No. 39, Kupang, KR 73094",Wanita,Gorontalo,1992-08-07,3094
10002365,Imam Wacana,2026-07-10,+62-0696-388-42,klien2365_sit-attention-idea@pd.org,"Jalan Bangka Raya No. 11, Tanjungbalai, Sulawesi Utara 38879",Laki-Laki,Jambi,1981-05-14,186
10002366,"Dt. Kasim Manullang, S.Psi",2025-10-26,+62 (974) 134-8,klien2366_hair-attention@perum.ac.id,"Jalan Suniaraja No. 89, Bandar Lampung, Sulawesi Utara 51390",Laki-Laki,Kupang,1965-01-29,5900
10002367,Laswi Halimah,2024-01-19,+62-851-963-938,klien2367_board-movement@cv.or.id,"Gang Suniaraja No. 851, Sabang, SU 24077",Laki-Laki,Serang,1989-04-11,5040
10002368,Dariati Saefullah,2026-01-18,+62 (0605) 914-,klien2368_tree-agree@pd.biz.id,"Gg. Tebet Barat Dalam No. 4, Lhokseumawe, GO 58660",Wanita,Kediri,1973-09-17,2182
10002369,Ir. Putri Usada,2025-05-30,+62-276-856-766,klien2369_recognize-until@perum.id,"Jl. Rumah Sakit No. 320, Kota Administrasi Jakarta Selatan, AC 67634",Wanita,Langsa,1997-04-14,1942
10002370,Queen Hutasoit,2026-05-07,+62 (0480) 683 ,klien2370_pick-word-police@perum.net.id,"Gg. Rajawali Timur No. 86, Kota Administrasi Jakarta Utara, DI Yogyakarta 81070",Laki-Laki,Pematangsiantar,1967-03-07,5885
10002371,Nurul Nasyiah,2023-08-25,(0558) 860-5155,klien2371_media-politics-left@cv.com,"Gang M.T Haryono No. 7, Tangerang, Papua 76358",Wanita,Palopo,2001-09-21,1719
10002372,Rahman Hardiansyah,2024-10-29,+62-060-340-580,klien2372_activity-heart-guy@perum.my.id,"Gang Suniaraja No. 722, Pasuruan, Maluku 60861",Laki-Laki,Tual,1982-07-16,6481
