Kasus_ID,Perkara_Kasus,Deskripsi_Kasus,NIK,Pengacara_ID,Staf_ID,Tgl_Daftar,Tgl_Mulai,Tgl_Selesai,Hasil,Status_Kasus
502981,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 502981 untuk NIK 10005313,10005313,44,617,2025-04-17,2026-12-10,,,Proses
502982,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 502982 untuk NIK 10002512,10002512,813,664,2024-03-20,2026-11-03,,,Proses
502983,Pidana: Narkotika,Kasus Pidana: Narkotika No. 502983 untuk NIK 10007886,10007886,106,955,2025-07-09,2026-06-06,2026-07-18,Menang,Selesai
502984,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 502984 untuk NIK 10000375,10000375,918,886,2026-03-04,2026-04-22,2026-09-02,Kalah,Selesai
502985,Pidana: Narkotika,Kasus Pidana: Narkotika No. 502985 untuk NIK 10003774,10003774,418,938,2023-12-26,2025-12-21,2026-06-21,Damai,Selesai
502986,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 502986 untuk NIK 10001704,10001704,101,241,2025-09-16,2026-05-06,2026-06-17,Menang,Selesai
502987,Pidana: Narkotika,Kasus Pidana: Narkotika No. 502987 untuk NIK 10001136,10001136,157,271,2023-07-30,2025-01-28,2025-04-11,Kalah,Selesai
502988,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 502988 untuk NIK 10006339,10006339,84,817,2025-09-07,2026-09-18,,,Pending
502989,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 502989 untuk NIK 10009624,10009624,936,535,2023-05-25,2025-04-18,,,Proses
502990,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 502990 untuk NIK 10008672,10008672,806,206,2024-10-04,2024-11-02,,,Pending
502991,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 502991 untuk NIK 10009534,10009534,890,395,2025-06-26,2026-06-14,2026-09-14,Kalah,Selesai
502992,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 502992 untuk NIK 10005120,10005120,544,164,2023-07-19,2025-05-31,2026-01-28,Menang,Selesai
502993,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 502993 untuk NIK 10007276,10007276,969,541,2023-09-25,2023-10-10,,,Pending
502994,Pidana: Narkotika,Kasus Pidana: Narkotika No. 502994 untuk NIK 10005284,10005284,329,819,2026-08-28,2026-08-28,2026-11-25,Banding Menang,Banding
502995,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 502995 untuk NIK 10004360,10004360,822,373,2023-09-17,2026-03-13,,,Proses
502996,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 502996 untuk NIK 10009212,10009212,641,138,2024-04-24,2026-12-01,,,Pending
502997,Pidana: Narkotika,Kasus Pidana: Narkotika No. 502997 untuk NIK 10006209,10006209,433,24,2026-01-03,2026-08-19,2026-11-24,Menang,Selesai
502998,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 502998 untuk NIK 10007450,10007450,382,822,2025-01-15,2025-08-02,,,Proses
502999,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 502999 untuk NIK 10001961,10001961,967,33,2026-03-02,2026-06-22,2026-07-26,Kalah,Selesai
503000,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 503000 untuk NIK 10003973,10003973,273,955,2024-02-16,2024-07-04,2025-04-30,Banding Kalah,Banding
503001,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503001 untuk NIK 10002366,10002366,661,35,2026-06-23,2026-11-24,,,Pending
503002,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 503002 untuk NIK 10006960,10006960,514,194,2025-02-10,2026-03-19,2026-06-18,Menang,Selesai
503003,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 503003 untuk NIK 10002158,10002158,545,433,2026-12-11,2026-12-21,,,Proses
503004,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503004 untuk NIK 10007821,10007821,878,631,2025-07-15,2026-04-28,,,Proses
503005,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503005 untuk NIK 10007177,10007177,907,611,2023-10-08,2026-11-07,2026-12-24,Banding Kalah,Banding
503006,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503006 untuk NIK 10005872,10005872,715,355,2023-02-15,2024-01-09,,,Proses
503007,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 503007 untuk NIK 10008971,10008971,277,654,2025-02-16,2026-02-08,,,Pending
503008,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 503008 untuk NIK 10003458,10003458,936,791,2025-04-27,2026-08-25,,,Proses
503009,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 503009 untuk NIK 10000510,10000510,330,313,2023-06-15,2025-12-04,,,Pending
503010,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 503010 untuk NIK 10004657,10004657,628,406,2026-02-04,2026-05-24,,,Proses
503011,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503011 untuk NIK 10001784,10001784,43,544,2026-06-09,2026-09-08,,,Proses
503012,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503012 untuk NIK 10002245,10002245,148,195,2024-07-25,2026-05-11,,,Pending
503013,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 503013 untuk NIK 10007160,10007160,741,107,2024-02-03,2026-06-23,2026-12-26,Menang,Selesai
503014,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 503014 untuk NIK 10005697,10005697,440,803,2025-11-11,2025-11-30,2026-12-29,Menang,Selesai
503015,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503015 untuk NIK 10009809,10009809,358,526,2025-12-25,2026-12-23,,,Proses
503016,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 503016 untuk NIK 10003937,10003937,461,927,2023-03-16,2026-06-08,,,Pending
503017,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 503017 untuk NIK 10001079,10001079,526,354,2026-03-30,2026-04-23,,,Proses
503018,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503018 untuk NIK 10004046,10004046,860,167,2024-08-23,2024-11-10,,,Proses
503019,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 503019 untuk NIK 10004742,10004742,647,620,2024-03-14,2025-12-11,,,Proses
503020,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 503020 untuk NIK 10006598,10006598,240,556,2026-08-20,2026-11-25,2026-12-28,Kalah,Selesai
503021,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503021 untuk NIK 10007807,10007807,492,960,2023-07-04,2025-10-24,2026-09-20,Damai,Selesai
503022,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 503022 untuk NIK 10008340,10008340,687,844,2026-11-05,2026-12-26,,,Proses
503023,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 503023 untuk NIK 10007415,10007415,374,680,2023-05-10,2026-08-08,,,Proses
503024,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503024 untuk NIK 10002302,10002302,890,272,2024-03-11,2024-10-16,2025-03-07,Banding Menang,Banding
503025,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 503025 untuk NIK 10006395,10006395,911,26,2026-12-01,2026-12-05,,,Proses
503026,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 503026 untuk NIK 10007237,10007237,690,727,2023-03-29,2025-04-05,2025-10-25,Menang,Selesai
503027,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 503027 untuk NIK 10005677,10005677,132,839,2023-05-16,2025-08-20,,,Proses
503028,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 503028 untuk NIK 10007370,10007370,894,429,2024-10-24,2024-11-24,,,Proses
503029,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 503029 untuk NIK 10003147,10003147,729,941,2023-09-10,2023-10-11,,,Pending
503030,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 503030 untuk NIK 10000850,10000850,299,776,2025-10-05,2026-11-11,2026-12-28,Menang,Selesai
503031,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 503031 untuk NIK 10003672,10003672,242,584,2024-04-12,2026-07-17,,,Proses
503032,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 503032 untuk NIK 10008444,10008444,409,501,2024-10-20,2025-05-24,2026-05-10,Kalah,Selesai
503033,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 503033 untuk NIK 10003317,10003317,734,773,2026-04-02,2026-12-08,,,Proses
503034,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 503034 untuk NIK 10001980,10001980,98,935,2023-01-15,2026-09-26,,,Proses
503035,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 503035 untuk NIK 10001098,10001098,993,151,2023-04-30,2024-01-28,,,Proses
503036,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 503036 untuk NIK 10004956,10004956,503,465,2023-05-07,2024-03-09,2026-06-28,Damai,Selesai
503037,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 503037 untuk NIK 10001068,10001068,300,339,2024-12-09,2025-11-04,,,Pending
503038,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503038 untuk NIK 10007988,10007988,137,415,2025-03-27,2025-06-21,,,Pending
503039,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503039 untuk NIK 10005920,10005920,645,908,2023-04-12,2024-11-25,2025-09-16,Menang,Selesai
503040,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 503040 untuk NIK 10001770,10001770,304,93,2024-06-29,2026-07-15,2026-09-27,Damai,Selesai
503041,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503041 untuk NIK 10004538,10004538,848,267,2026-06-03,2026-11-08,,,Proses
503042,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 503042 untuk NIK 10002224,10002224,439,9,2023-02-28,2026-10-03,,,Proses
503043,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503043 untuk NIK 10009627,10009627,722,791,2025-03-19,2025-12-06,,,Proses
503044,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 503044 untuk NIK 10002314,10002314,369,873,2026-04-29,2026-10-22,,,Proses
503045,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503045 untuk NIK 10001918,10001918,441,642,2023-07-10,2024-07-16,,,Proses
503046,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503046 untuk NIK 10008956,10008956,441,288,2023-04-11,2023-08-17,,,Pending
503047,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 503047 untuk NIK 10002449,10002449,13,912,2026-05-18,2026-10-05,,,Proses
503048,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 503048 untuk NIK 10006265,10006265,805,154,2026-04-27,2026-08-14,,,Proses
503049,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 503049 untuk NIK 10002606,10002606,502,728,2026-12-25,2026-12-27,,,Proses
503050,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 503050 untuk NIK 10009957,10009957,938,943,2026-11-23,2026-12-21,,,Proses
503051,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503051 untuk NIK 10005973,10005973,563,369,2023-04-15,2023-11-09,2025-10-25,Menang,Selesai
503052,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503052 untuk NIK 10002694,10002694,930,398,2026-09-26,2026-12-19,,,Proses
503053,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503053 untuk NIK 10006184,10006184,40,682,2023-08-23,2026-06-27,,,Proses
503054,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503054 untuk NIK 10003086,10003086,130,527,2024-03-06,2024-08-27,,,Proses
503055,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503055 untuk NIK 10008970,10008970,233,358,2026-10-20,2026-12-10,,,Proses
503056,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503056 untuk NIK 10006047,10006047,233,522,2023-03-06,2023-08-14,2026-05-07,Banding Kalah,Banding
503057,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 503057 untuk NIK 10004469,10004469,888,938,2024-09-14,2026-10-21,2026-12-06,Damai,Selesai
503058,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 503058 untuk NIK 10008900,10008900,832,304,2024-11-08,2026-11-27,,,Proses
503059,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 503059 untuk NIK 10008338,10008338,297,504,2025-02-19,2025-10-19,2026-06-02,Menang,Selesai
503060,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 503060 untuk NIK 10003193,10003193,54,9,2024-06-13,2026-07-11,2026-09-22,Kalah,Selesai
503061,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 503061 untuk NIK 10002950,10002950,69,654,2023-05-06,2024-08-23,,,Proses
503062,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 503062 untuk NIK 10005972,10005972,190,708,2024-03-29,2024-09-09,,,Pending
503063,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 503063 untuk NIK 10003044,10003044,192,322,2025-12-07,2026-10-19,2026-12-16,Kalah,Selesai
503064,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503064 untuk NIK 10005471,10005471,959,569,2026-03-16,2026-04-02,2026-07-19,Damai,Selesai
503065,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503065 untuk NIK 10004656,10004656,166,927,2026-02-21,2026-10-15,,,Pending
503066,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 503066 untuk NIK 10001577,10001577,473,296,2026-02-10,2026-06-15,,,Proses
503067,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 503067 untuk NIK 10008981,10008981,328,401,2025-06-14,2025-07-18,,,Proses
503068,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 503068 untuk NIK 10006345,10006345,516,313,2025-12-27,2026-09-07,,,Proses
503069,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503069 untuk NIK 10004785,10004785,44,254,2024-04-07,2024-04-14,2024-07-29,Menang,Selesai
503070,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 503070 untuk NIK 10008380,10008380,711,507,2024-05-23,2025-01-15,,,Proses
503071,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503071 untuk NIK 10008736,10008736,925,748,2023-10-04,2026-12-03,,,Proses
503072,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 503072 untuk NIK 10005579,10005579,909,69,2024-04-22,2025-02-04,,,Proses
503073,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 503073 untuk NIK 10005601,10005601,708,230,2024-12-15,2026-09-14,2026-11-11,Kalah,Selesai
503074,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 503074 untuk NIK 10008292,10008292,585,441,2025-03-02,2025-06-01,,,Pending
503075,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 503075 untuk NIK 10002162,10002162,455,961,2025-01-02,2025-10-06,,,Proses
503076,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 503076 untuk NIK 10004350,10004350,179,445,2025-05-05,2026-06-27,,,Proses
503077,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 503077 untuk NIK 10006682,10006682,679,50,2023-08-09,2024-12-17,2025-08-13,Menang,Selesai
503078,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 503078 untuk NIK 10001301,10001301,539,415,2025-03-08,2026-03-07,2026-10-09,Menang,Selesai
503079,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503079 untuk NIK 10009584,10009584,917,255,2024-09-19,2024-09-22,,,Proses
503080,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503080 untuk NIK 10006730,10006730,161,478,2024-07-03,2025-05-01,,,Proses
503081,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503081 untuk NIK 10006423,10006423,762,467,2026-12-15,2026-12-29,,,Proses
503082,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 503082 untuk NIK 10009974,10009974,574,434,2024-03-07,2026-07-09,,,Pending
503083,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 503083 untuk NIK 10006946,10006946,303,769,2026-11-18,2026-11-29,,,Proses
503084,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 503084 untuk NIK 10007087,10007087,882,509,2026-12-22,2026-12-22,,,Proses
503085,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503085 untuk NIK 10002363,10002363,509,704,2024-08-24,2025-03-21,,,Pending
503086,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 503086 untuk NIK 10009243,10009243,587,39,2023-07-24,2026-01-27,2026-11-26,Menang,Selesai
503087,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503087 untuk NIK 10001262,10001262,883,654,2024-02-12,2024-06-15,2025-05-23,Damai,Selesai
503088,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 503088 untuk NIK 10004236,10004236,578,369,2024-03-14,2024-11-14,,,Proses
503089,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 503089 untuk NIK 10000074,10000074,236,998,2026-05-03,2026-07-25,2026-12-08,Menang,Selesai
503090,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503090 untuk NIK 10005199,10005199,991,370,2024-05-26,2024-11-25,,,Pending
503091,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 503091 untuk NIK 10009614,10009614,396,650,2023-02-09,2025-07-12,,,Proses
503092,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 503092 untuk NIK 10000840,10000840,94,265,2023-07-12,2025-11-23,2026-08-25,Damai,Selesai
503093,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503093 untuk NIK 10004679,10004679,885,329,2026-05-12,2026-10-21,,,Proses
503094,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 503094 untuk NIK 10006006,10006006,947,108,2024-03-09,2026-04-13,2026-10-24,Kalah,Selesai
503095,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 503095 untuk NIK 10003489,10003489,395,291,2025-10-07,2025-11-09,2026-03-07,Menang,Selesai
503096,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 503096 untuk NIK 10004147,10004147,355,169,2023-01-18,2025-06-18,2026-06-21,Kalah,Selesai
503097,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 503097 untuk NIK 10001530,10001530,767,146,2026-05-02,2026-10-21,,,Proses
503098,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 503098 untuk NIK 10002554,10002554,674,857,2026-01-13,2026-03-23,,,Pending
503099,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 503099 untuk NIK 10009933,10009933,651,528,2024-08-05,2025-11-23,,,Proses
503100,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 503100 untuk NIK 10004437,10004437,104,581,2026-12-28,2026-12-29,,,Proses
503101,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 503101 untuk NIK 10006487,10006487,466,332,2023-04-13,2024-02-23,,,Proses
503102,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 503102 untuk NIK 10002573,10002573,19,67,2024-09-05,2024-11-28,2025-05-02,Menang,Selesai
503103,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 503103 untuk NIK 10007147,10007147,113,30,2024-08-17,2026-10-05,,,Pending
503104,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 503104 untuk NIK 10003479,10003479,710,553,2025-12-31,2026-02-17,,,Proses
503105,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503105 untuk NIK 10009510,10009510,100,266,2025-02-08,2026-05-16,,,Proses
503106,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503106 untuk NIK 10004628,10004628,95,491,2025-01-30,2025-11-15,,,Pending
503107,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503107 untuk NIK 10008200,10008200,29,328,2024-04-16,2026-12-29,,,Proses
503108,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503108 untuk NIK 10007387,10007387,532,820,2024-02-14,2025-01-03,2025-06-25,Damai,Selesai
503109,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503109 untuk NIK 10000831,10000831,656,23,2025-08-07,2026-12-06,,,Proses
503110,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 503110 untuk NIK 10001836,10001836,89,776,2026-11-21,2026-12-14,,,Proses
503111,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 503111 untuk NIK 10001894,10001894,277,23,2024-06-02,2026-01-30,2026-05-15,Damai,Selesai
503112,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503112 untuk NIK 10008312,10008312,446,554,2026-09-04,2026-09-23,2026-11-24,Menang,Selesai
503113,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503113 untuk NIK 10006698,10006698,6,483,2025-12-16,2026-02-10,2026-04-07,Menang,Selesai
503114,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 503114 untuk NIK 10006409,10006409,164,593,2025-12-06,2026-10-13,2026-12-29,Kalah,Selesai
503115,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 503115 untuk NIK 10002509,10002509,243,402,2026-11-03,2026-11-17,,,Proses
503116,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 503116 untuk NIK 10005167,10005167,202,554,2023-12-05,2024-10-10,,,Proses
503117,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 503117 untuk NIK 10001494,10001494,540,313,2024-08-21,2026-09-23,2026-11-04,Damai,Selesai
503118,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 503118 untuk NIK 10000352,10000352,475,13,2023-07-24,2024-02-15,,,Proses
503119,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503119 untuk NIK 10009384,10009384,253,759,2024-01-25,2025-03-15,,,Proses
503120,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 503120 untuk NIK 10005590,10005590,555,944,2026-01-27,2026-09-27,,,Proses
503121,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 503121 untuk NIK 10006612,10006612,625,223,2023-12-15,2026-11-04,2026-12-27,Menang,Selesai
503122,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 503122 untuk NIK 10008080,10008080,309,170,2026-12-30,2026-12-30,,,Pending
503123,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 503123 untuk NIK 10006437,10006437,158,263,2024-07-11,2025-10-05,2026-03-13,Kalah,Selesai
503124,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503124 untuk NIK 10006248,10006248,272,26,2026-03-23,2026-09-05,,,Proses
503125,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503125 untuk NIK 10003365,10003365,337,371,2026-02-13,2026-08-29,,,Proses
503126,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 503126 untuk NIK 10000566,10000566,124,474,2026-12-04,2026-12-23,,,Proses
503127,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 503127 untuk NIK 10000463,10000463,751,911,2023-10-03,2025-03-05,2026-04-08,Menang,Selesai
503128,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503128 untuk NIK 10006105,10006105,927,695,2023-03-24,2023-06-21,,,Proses
503129,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 503129 untuk NIK 10007822,10007822,905,771,2026-09-11,2026-12-15,,,Proses
503130,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 503130 untuk NIK 10003406,10003406,100,190,2024-10-13,2026-04-13,,,Proses
503131,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503131 untuk NIK 10006042,10006042,888,790,2026-12-01,2026-12-11,,,Proses
503132,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 503132 untuk NIK 10003034,10003034,300,573,2023-04-14,2024-11-14,2025-01-30,Banding Menang,Banding
503133,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503133 untuk NIK 10003100,10003100,70,593,2026-04-12,2026-08-27,,,Proses
503134,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503134 untuk NIK 10004260,10004260,645,932,2024-02-08,2026-04-11,,,Proses
503135,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 503135 untuk NIK 10004425,10004425,823,101,2026-10-05,2026-12-25,,,Proses
503136,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503136 untuk NIK 10008414,10008414,890,612,2023-08-12,2026-12-11,,,Proses
503137,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503137 untuk NIK 10000398,10000398,65,478,2025-10-04,2025-12-29,,,Proses
503138,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 503138 untuk NIK 10003985,10003985,654,142,2025-11-25,2026-07-25,,,Pending
503139,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 503139 untuk NIK 10002078,10002078,244,934,2026-11-04,2026-12-14,,,Proses
503140,Pidana: Narkotika,Kasus Pidana: Narkotika No. 503140 untuk NIK 10000009,10000009,260,502,2023-12-19,2026-03-16,,,Pending
503141,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 503141 untuk NIK 10003267,10003267,586,887,2025-08-02,2026-05-15,,,Pending
503142,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 503142 untuk NIK 10003501,10003501,115,77,2023-03-27,2026-08-05,,,Proses
503143,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 503143 untuk NIK 10002506,10002506,390,654,2024-04-09,2026-07-26,,,Pending
503144,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 503144 untuk NIK 10009238,10009238,522,752,2026-07-17,2026-10-18,2026-11-19,Kalah,Selesai
503145,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 503145 untuk NIK 10008303,10008303,406,342,2025-12-22,2026-11-25,,,Proses
503146,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 503146 untuk NIK 10006815,10006815,897,623,2026-09-01,2026-10-16,,,Proses
