Penagihan_ID,NIK,LH_ID,Kasus_ID,Staf_ID,Tgl_Penagihan,Status_Penagihan,Tgl_Bayar,Biaya_Admin,Biaya_PendaftaranPgd,Biaya_SalinanPts,Biaya_Layanan_Hukum
702146,10000427,4352,502146,770,2025-08-24,Lunas,2025-10-09,20000,10220154,50000,11275000
702147,10000609,8036,502147,718,2024-01-07,Lunas,2024-02-14,20000,11239191,50000,1161000
702148,10000339,8511,502148,990,2025-10-31,Sebagian,2025-11-24,50000,13075297,10000,68634000
702149,10005862,6539,502149,450,2026-12-07,Lunas,2027-01-14,30000,646369,10000,921000
702150,10007025,5005,502150,502,2026-11-03,Belum Lunas,,20000,13702900,20000,576000
702151,10001891,6601,502151,369,2023-11-13,Lunas,2023-11-15,75000,6845913,100000,12343000
702152,10005203,4174,502152,313,2026-11-29,Belum Lunas,,75000,5975942,100000,3809000
702153,10000945,6349,502153,992,2026-06-19,Belum Lunas,,30000,8696288,50000,73987000
702154,10007187,9534,502154,202,2026-12-23,Lunas,2027-02-14,75000,1196591,50000,9718000
702155,10005437,5952,502155,951,2025-12-05,Lunas,2025-12-06,50000,10557674,20000,8532000
702156,10008152,9317,502156,982,2026-11-29,Lunas,2026-12-24,75000,5783588,10000,14635000
702157,10004943,2427,502157,821,2026-09-25,Lunas,2026-10-16,30000,14545669,10000,34723000
702158,10000470,3542,502158,647,2026-07-02,Lunas,2026-08-05,20000,1049491,100000,7956000
702159,10001702,8293,502159,255,2026-06-25,Sebagian,2026-08-12,50000,9446943,100000,36173000
702160,10003644,961,502160,264,2026-09-06,Lunas,2026-11-01,30000,5122865,10000,27618000
702161,10002221,9407,502161,502,2024-02-26,Lunas,2024-03-20,50000,12543190,50000,45819000
702162,10009880,5232,502162,145,2023-05-15,Lunas,2023-07-08,50000,3796487,10000,10096000
702163,10008981,3079,502163,112,2026-11-05,Lunas,2026-12-06,30000,10437861,50000,11686000
702164,10005861,4981,502164,394,2026-10-06,Lunas,2026-11-05,20000,4788832,50000,41557000
702165,10003421,8621,502165,777,2026-05-26,Lunas,2026-07-10,20000,9327474,20000,16054000
702166,10004953,6972,502166,825,2026-10-19,Lunas,2026-11-18,50000,7919779,50000,891000
702167,10000516,5207,502167,528,2025-01-01,Lunas,2025-01-09,20000,14092826,100000,42815000
702168,10000850,80,502168,47,2026-12-17,Lunas,2027-01-12,50000,14436665,50000,45553000
702169,10005862,6539,502169,998,2026-11-22,Lunas,2026-12-02,50000,8690054,10000,921000
702170,10007775,4602,502170,867,2026-11-21,Lunas,2026-12-22,30000,10168823,10000,6471000
702171,10004184,7692,502171,704,2025-11-09,Lunas,2025-11-28,30000,13227511,50000,31327000
702172,10008508,9401,502172,431,2025-06-01,Lunas,2025-06-25,30000,3793345,100000,6517000
702173,10006639,9161,502173,650,2026-02-25,Belum Lunas,,30000,6010962,50000,10061000
702174,10000759,5679,502174,749,2026-12-22,Lunas,2026-12-29,75000,6721006,20000,715000
702175,10008933,7138,502175,159,2025-12-14,Belum Lunas,,75000,10046048,50000,11876000
702176,10005015,766,502176,949,2025-12-21,Lunas,2025-12-31,75000,2538186,10000,13338000
702177,10003211,9099,502177,342,2026-09-23,Belum Lunas,,20000,14045267,50000,10197000
702178,10006323,8028,502178,450,2026-10-17,Sebagian,2026-12-03,20000,1669569,20000,61370000
702179,10008213,6937,502179,923,2026-12-10,Belum Lunas,,30000,11086952,50000,633000
702180,10008670,6030,502180,723,2025-10-18,Lunas,2025-11-02,30000,3863696,20000,56382000
702181,10001495,3639,502181,353,2026-07-11,Lunas,2026-08-05,20000,12542380,20000,10085000
702182,10000534,2630,502182,248,2025-10-10,Lunas,2025-12-05,30000,9571021,20000,14843000
702183,10007014,9635,502183,147,2026-12-06,Sebagian,2027-01-18,30000,6304565,10000,11331000
702184,10008090,4388,502184,874,2024-10-11,Lunas,2024-10-28,30000,6714114,100000,31285000
702185,10003942,906,502185,355,2026-10-15,Lunas,2026-12-09,50000,11477900,20000,11815000
702186,10004335,3371,502186,654,2023-09-25,Lunas,2023-10-25,20000,1494071,50000,16590000
702187,10003476,2440,502187,1000,2025-11-22,Lunas,2025-12-17,50000,3943592,20000,13946000
702188,10008702,7662,502188,198,2023-12-20,Sebagian,2024-02-01,30000,8832525,50000,2562000
702189,10008091,7901,502189,929,2026-07-11,Lunas,2026-08-05,75000,6312631,10000,57706000
702190,10008689,6352,502190,504,2026-10-26,Lunas,2026-10-26,20000,1972498,50000,762000
702191,10001583,5675,502191,858,2023-05-24,Lunas,2023-06-30,50000,809348,50000,45661000
702192,10006752,9213,502192,308,2023-03-31,Sebagian,2023-05-13,20000,5043103,10000,3207000
702193,10009136,1381,502193,5,2026-04-30,Belum Lunas,,30000,13574236,20000,70364000
702194,10000440,9784,502194,923,2026-05-04,Lunas,2026-05-13,50000,8008272,100000,8680000
702195,10003483,3032,502195,927,2025-07-16,Sebagian,2025-09-11,20000,7665353,100000,11645000
702196,10001163,8331,502196,633,2025-01-09,Belum Lunas,,75000,13138756,100000,66209000
702197,10008463,6222,502197,531,2025-05-17,Lunas,2025-07-15,20000,865822,20000,2449000
702198,10004162,3539,502198,275,2026-08-14,Lunas,2026-09-17,50000,3518566,10000,8878000
702199,10003294,6536,502199,949,2026-09-17,Belum Lunas,,75000,2657798,10000,5409000
702200,10009658,1575,502200,364,2024-04-03,Lunas,2024-05-05,50000,14507765,10000,60041000
702201,10002133,7069,502201,239,2026-11-28,Lunas,2027-01-17,50000,14852782,100000,12541000
702202,10006011,6950,502202,922,2024-12-21,Belum Lunas,,50000,14706781,50000,3619000
702203,10001862,863,502203,997,2026-03-31,Lunas,2026-03-31,20000,4582536,20000,46716000
702204,10004886,6649,502204,628,2026-05-07,Belum Lunas,,50000,7871799,100000,12906000
702205,10009692,2105,502205,522,2026-11-11,Lunas,2027-01-01,75000,7894052,10000,63537000
702206,10003617,9334,502206,798,2025-10-04,Belum Lunas,,50000,13890706,50000,11684000
702207,10004818,5985,502207,909,2025-08-02,Lunas,2025-09-06,75000,3712228,100000,11145000
702208,10001371,6108,502208,692,2026-10-18,Lunas,2026-11-17,20000,3690367,10000,43208000
702209,10001777,1022,502209,121,2024-09-19,Belum Lunas,,20000,7636818,50000,8475000
702210,10001294,7671,502210,542,2025-10-28,Lunas,2025-11-01,30000,5845715,20000,9092000
702211,10001677,4176,502211,124,2023-02-20,Sebagian,2023-04-05,50000,11792262,10000,33681000
702212,10009877,9728,502212,554,2024-01-25,Lunas,2024-03-08,50000,11836712,10000,1433000
702213,10008767,9839,502213,659,2025-01-04,Lunas,2025-02-12,75000,8465309,10000,67818000
702214,10008216,9765,502214,31,2026-12-28,Lunas,2027-02-03,30000,7684881,10000,9275000
702215,10004441,7320,502215,880,2025-02-19,Belum Lunas,,20000,2077528,100000,10243000
702216,10005671,7876,502216,272,2026-08-03,Lunas,2026-09-09,30000,14869839,50000,2670000
702217,10003452,6661,502217,759,2023-06-21,Lunas,2023-06-27,75000,4332929,10000,10881000
702218,10003725,9592,502218,778,2024-11-17,Lunas,2024-12-14,30000,11172385,10000,3500000
702219,10007391,8033,502219,453,2025-05-29,Belum Lunas,,20000,2713293,50000,5895000
702220,10004435,9134,502220,53,2025-12-03,Sebagian,2026-01-06,20000,1830621,50000,3363000
702221,10002607,4009,502221,608,2026-07-12,Belum Lunas,,50000,7396435,10000,8008000
702222,10002005,8844,502222,454,2026-12-20,Sebagian,2027-01-28,20000,10144957,50000,72438000
702223,10010000,1527,502223,126,2026-11-22,Lunas,2027-01-14,75000,11506007,50000,48157000
702224,10001755,5946,502224,687,2026-11-18,Lunas,2027-01-12,30000,4173807,20000,10872000
702225,10001108,7569,502225,721,2025-07-18,Lunas,2025-09-07,50000,7550393,20000,2634000
702226,10001681,7837,502226,554,2026-04-26,Sebagian,2026-05-04,20000,9293691,50000,10782000
702227,10007714,8667,502227,907,2026-04-30,Lunas,2026-05-17,20000,8888282,50000,11493000
702228,10003264,9473,502228,875,2026-06-09,Lunas,2026-07-21,50000,177804,100000,45809000
702229,10003436,9716,502229,835,2025-11-13,Lunas,2025-12-11,20000,12099103,50000,10675000
702230,10008996,3527,502230,937,2023-03-16,Lunas,2023-05-12,50000,12468143,50000,818000
702231,10003233,1385,502231,406,2026-07-01,Sebagian,2026-08-01,75000,12042263,50000,3200000
702232,10004387,4406,502232,858,2024-03-25,Lunas,2024-05-16,75000,12238504,50000,7153000
702233,10002575,8219,502233,325,2026-08-02,Sebagian,2026-08-18,75000,11299000,10000,595000
702234,10006516,6226,502234,545,2026-09-04,Lunas,2026-09-10,75000,5733388,100000,54298000
702235,10008429,3916,502235,890,2026-11-20,Lunas,2026-12-09,20000,4336028,20000,14383000
702236,10008650,1101,502236,510,2025-09-11,Lunas,2025-10-25,50000,5519902,50000,15986000
702237,10008277,5708,502237,345,2025-11-13,Lunas,2025-11-30,30000,13596924,10000,1582000
702238,10003415,5230,502238,67,2025-09-26,Lunas,2025-10-05,50000,8827402,50000,14551000
702239,10000396,3540,502239,465,2026-02-27,Lunas,2026-03-03,75000,7655862,20000,40217000
702240,10005440,4722,502240,848,2026-11-01,Lunas,2026-11-12,30000,13220673,50000,1174000
702241,10006992,6111,502241,827,2026-11-06,Sebagian,2027-01-03,20000,2141002,50000,4934000
702242,10008235,5921,502242,349,2026-03-17,Belum Lunas,,30000,12214988,50000,25657000
702243,10008360,4655,502243,397,2026-05-16,Belum Lunas,,30000,11630167,100000,3225000
702244,10001382,1413,502244,170,2026-12-01,Belum Lunas,,30000,5783950,20000,39780000
702245,10000458,9627,502245,69,2025-01-25,Lunas,2025-02-21,20000,5355178,20000,60413000
702246,10002898,2382,502246,928,2026-12-13,Lunas,2027-01-24,50000,133386,50000,23712000
702247,10006826,960,502247,234,2026-11-26,Lunas,2026-12-14,20000,3688732,100000,14799000
702248,10008378,8066,502248,754,2024-02-27,Belum Lunas,,75000,13496931,100000,8615000
702249,10009266,8630,502249,607,2023-07-21,Lunas,2023-08-12,50000,9898915,20000,2142000
702250,10009794,5461,502250,855,2026-05-26,Sebagian,2026-06-15,20000,7283640,20000,13515000
702251,10003184,2768,502251,628,2026-10-07,Lunas,2026-10-27,75000,11028611,20000,58221000
702252,10005914,6460,502252,63,2026-05-21,Lunas,2026-06-25,75000,301924,20000,2343000
702253,10008688,6363,502253,121,2026-03-02,Belum Lunas,,20000,11187215,50000,542000
702254,10002503,7658,502254,828,2026-09-22,Lunas,2026-11-14,30000,2096060,50000,1338000
702255,10007747,4769,502255,138,2026-11-12,Lunas,2026-12-13,20000,12519515,20000,28304000
702256,10003898,167,502256,749,2025-12-18,Lunas,2025-12-23,20000,12010629,100000,52027000
702257,10000826,8606,502257,92,2024-03-07,Lunas,2024-03-21,30000,10537799,100000,532000
702258,10005199,1392,502258,897,2026-11-27,Lunas,2027-01-15,75000,8789987,20000,10484000
702259,10007027,1905,502259,674,2023-11-19,Lunas,2024-01-10,50000,8493058,10000,58808000
702260,10004058,8541,502260,107,2026-02-03,Sebagian,2026-04-01,50000,9147978,100000,12051000
702261,10001019,3483,502261,29,2026-01-03,Sebagian,2026-01-12,20000,2795173,100000,50597000
702262,10002582,672,502262,3,2026-03-13,Belum Lunas,,50000,9834308,10000,610000
702263,10000775,5172,502263,357,2026-04-27,Belum Lunas,,75000,1850673,20000,1678000
702264,10007787,1661,502264,887,2025-10-23,Lunas,2025-11-20,30000,11582753,20000,1081000
702265,10007044,4119,502265,151,2024-10-23,Lunas,2024-11-17,20000,6530941,50000,1591000
702266,10001081,3527,502266,326,2026-01-16,Lunas,2026-03-07,75000,11337532,50000,818000
702267,10006442,5216,502267,679,2025-09-13,Lunas,2025-09-15,20000,10815703,10000,16745000
702268,10000325,5343,502268,297,2026-12-30,Belum Lunas,,75000,7524301,10000,1490000
702269,10005113,2579,502269,774,2026-08-26,Lunas,2026-10-11,50000,10052307,50000,72792000
702270,10000568,5046,502270,284,2025-09-22,Lunas,2025-10-04,30000,11129435,100000,72434000
702271,10008756,7092,502271,643,2026-10-12,Lunas,2026-11-27,30000,5254308,100000,10059000
702272,10008031,562,502272,441,2026-11-20,Lunas,2026-12-12,30000,14560869,100000,26881000
702273,10007116,8737,502273,815,2026-02-14,Lunas,2026-02-17,20000,939791,20000,1515000
702274,10003323,4710,502274,844,2024-09-04,Lunas,2024-11-02,75000,1989118,10000,13665000
702275,10008646,2796,502275,858,2025-03-21,Lunas,2025-05-06,20000,11772047,20000,8354000
702276,10004724,6415,502276,118,2024-09-29,Lunas,2024-10-29,20000,14756706,10000,1017000
702277,10004737,5404,502277,92,2026-12-04,Lunas,2026-12-14,30000,6105355,10000,5205000
702278,10009252,7820,502278,13,2026-08-16,Lunas,2026-10-14,75000,10173776,20000,1789000
702279,10001941,4404,502279,499,2026-09-09,Sebagian,2026-09-16,75000,3476602,20000,13704000
702280,10008869,9845,502280,14,2025-07-13,Sebagian,2025-08-23,20000,11910474,100000,43161000
702281,10007705,1226,502281,438,2026-12-30,Lunas,2027-01-21,30000,3826613,100000,37885000
702282,10006048,3342,502282,316,2025-05-11,Sebagian,2025-06-09,50000,4388558,10000,8769000
702283,10002441,2878,502283,306,2025-10-28,Belum Lunas,,30000,3047083,50000,43184000
702284,10006227,1520,502284,525,2024-02-26,Lunas,2024-03-10,75000,12475452,20000,7855000
702285,10007143,9439,502285,167,2025-11-28,Belum Lunas,,20000,14530860,50000,9868000
702286,10003052,5865,502286,292,2026-06-25,Lunas,2026-08-08,20000,1785288,50000,16162000
702287,10009047,4594,502287,170,2026-05-07,Lunas,2026-05-09,30000,5854689,10000,22856000
702288,10006548,1815,502288,775,2025-09-22,Lunas,2025-10-01,50000,10489156,50000,38392000
702289,10002965,5652,502289,525,2026-06-11,Lunas,2026-07-06,30000,10832674,100000,11094000
702290,10009122,9797,502290,6,2025-11-20,Belum Lunas,,50000,1424087,20000,1994000
702291,10003378,3298,502291,156,2023-05-30,Lunas,2023-06-14,30000,4688659,100000,24808000
702292,10004722,5544,502292,263,2026-11-27,Lunas,2026-12-20,50000,7045787,50000,5018000
702293,10003207,7381,502293,466,2026-08-18,Lunas,2026-09-09,75000,10344161,20000,9235000
702294,10001898,9120,502294,417,2026-11-29,Lunas,2026-12-16,20000,2610571,50000,8802000
702295,10003201,4856,502295,761,2025-01-16,Belum Lunas,,50000,11173581,50000,12028000
702296,10001902,9216,502296,984,2026-10-31,Lunas,2026-12-16,20000,9708596,100000,12546000
702297,10009139,2836,502297,769,2025-11-14,Lunas,2025-11-15,20000,3253198,10000,7756000
702298,10002248,8921,502298,625,2026-10-08,Lunas,2026-11-06,50000,6935250,50000,8083000
702299,10000190,526,502299,651,2026-07-21,Belum Lunas,,50000,8766620,50000,28623000
702300,10004785,3973,502300,222,2026-11-03,Lunas,2026-12-02,50000,14750967,20000,8143000
702301,10009514,1224,502301,312,2026-12-17,Lunas,2027-01-18,50000,723085,100000,5759000
702302,10008128,1629,502302,90,2026-12-25,Lunas,2027-02-17,20000,957513,50000,52614000
702303,10007642,3145,502303,279,2026-06-16,Lunas,2026-08-03,20000,12497592,50000,832000
702304,10009536,1274,502304,265,2026-11-29,Sebagian,2026-12-16,75000,11969017,20000,11828000
702305,10004840,1719,502305,255,2025-07-25,Lunas,2025-09-11,20000,2924357,20000,37024000
702306,10000676,1893,502306,649,2026-02-28,Belum Lunas,,75000,9919793,50000,4141000
702307,10001981,2906,502307,495,2026-09-14,Lunas,2026-10-18,30000,13542774,100000,3999000
702308,10007396,2192,502308,881,2026-12-01,Lunas,2026-12-20,75000,1920731,50000,3400000
702309,10004441,7320,502309,380,2024-04-10,Belum Lunas,,50000,5214023,20000,10243000
702310,10008682,9340,502310,367,2026-07-14,Sebagian,2026-08-21,50000,9583083,50000,7948000
702311,10009704,1540,502311,377,2025-02-23,Lunas,2025-04-04,75000,8370860,10000,73055000
702312,10008424,8545,502312,735,2024-09-01,Lunas,2024-09-27,30000,5802783,20000,1683000
702313,10001237,9627,502313,879,2026-12-29,Belum Lunas,,50000,6299373,50000,60413000
702314,10005681,4839,502314,638,2025-08-06,Lunas,2025-09-22,75000,10029479,50000,12636000
702315,10007745,606,502315,366,2026-04-03,Lunas,2026-04-29,75000,163763,20000,6845000
702316,10006588,3650,502316,739,2026-01-08,Lunas,2026-01-15,75000,191259,20000,7460000
702317,10005242,69,502317,211,2026-02-25,Belum Lunas,,50000,7689743,50000,2257000
702318,10007231,9129,502318,148,2026-06-09,Belum Lunas,,50000,2177828,10000,54469000
702319,10000219,4792,502319,576,2026-12-30,Lunas,2027-02-27,75000,11827734,20000,6790000
702320,10004449,9137,502320,401,2025-11-16,Belum Lunas,,75000,14594274,20000,39637000
702321,10006587,2273,502321,337,2026-11-05,Lunas,2026-12-16,75000,3319524,10000,9372000
702322,10005343,5295,502322,100,2025-12-20,Belum Lunas,,20000,7698213,20000,5773000
702323,10005779,3493,502323,225,2024-05-30,Lunas,2024-07-14,50000,846706,10000,2944000
702324,10000462,4180,502324,602,2026-07-07,Sebagian,2026-07-30,75000,7077282,100000,27896000
702325,10002732,4688,502325,503,2025-09-15,Lunas,2025-10-01,20000,442510,100000,40412000
702326,10000025,7020,502326,747,2026-02-17,Lunas,2026-03-21,75000,8095024,10000,46971000
702327,10004684,925,502327,355,2026-02-25,Lunas,2026-03-22,30000,5479816,10000,9205000
702328,10000225,7021,502328,634,2025-08-05,Lunas,2025-09-17,75000,4633871,10000,1380000
702329,10008387,4067,502329,98,2025-10-03,Lunas,2025-11-13,75000,8954822,50000,4904000
702330,10009204,8468,502330,451,2026-12-16,Lunas,2027-01-02,50000,2744805,10000,11289000
702331,10007537,9407,502331,555,2026-02-25,Lunas,2026-04-07,20000,10419913,10000,45819000
702332,10009271,1686,502332,213,2026-09-16,Lunas,2026-11-10,20000,13883209,10000,22171000
702333,10006989,17,502333,50,2026-02-05,Lunas,2026-02-16,30000,1945458,20000,15958000
702334,10001798,528,502334,206,2025-02-24,Sebagian,2025-03-14,20000,9439686,10000,28023000
702335,10001173,1021,502335,390,2025-12-08,Lunas,2026-01-12,75000,2012218,10000,1409000
702336,10006213,1996,502336,719,2025-06-26,Belum Lunas,,30000,8548205,10000,6133000
702337,10001014,2475,502337,277,2024-04-14,Lunas,2024-05-01,75000,1578264,10000,4214000
702338,10008452,7767,502338,570,2026-09-19,Lunas,2026-10-24,30000,5120519,10000,10242000
702339,10008922,3286,502339,272,2025-11-13,Lunas,2026-01-02,20000,6170243,50000,42165000
702340,10006118,5683,502340,866,2025-10-26,Lunas,2025-12-01,20000,11903590,50000,1450000
702341,10003187,9421,502341,333,2025-08-13,Lunas,2025-08-19,75000,13140156,100000,49722000
702342,10007080,5335,502342,547,2025-12-16,Lunas,2026-02-05,75000,9005409,50000,67089000
702343,10001866,4555,502343,49,2026-12-29,Lunas,2027-02-01,50000,10650022,20000,74111000
702344,10008302,1011,502344,558,2025-03-19,Belum Lunas,,75000,5218220,20000,62985000
702345,10002263,5420,502345,492,2023-09-01,Lunas,2023-09-29,50000,721920,10000,2375000
702346,10009327,2799,502346,920,2024-03-06,Lunas,2024-03-20,20000,10804670,20000,14332000
702347,10008049,240,502347,83,2025-08-15,Lunas,2025-09-17,30000,11468620,20000,13105000
702348,10009093,6575,502348,563,2026-10-30,Sebagian,2026-11-02,20000,258372,100000,63867000
702349,10009146,5904,502349,280,2026-02-10,Lunas,2026-02-26,30000,10645548,50000,3742000
702350,10007530,3488,502350,779,2026-09-26,Belum Lunas,,50000,2136285,100000,20362000
702351,10008453,1879,502351,422,2023-09-12,Lunas,2023-10-21,75000,7026480,100000,6206000
702352,10006088,5544,502352,352,2025-05-08,Sebagian,2025-06-28,20000,2243043,50000,5018000
702353,10007174,3754,502353,791,2024-12-24,Lunas,2025-02-07,50000,4879302,10000,6830000
702354,10006121,7616,502354,367,2026-10-10,Belum Lunas,,30000,4415653,50000,4152000
702355,10004211,453,502355,901,2026-05-23,Lunas,2026-06-22,50000,2233289,100000,1967000
702356,10000009,164,502356,712,2026-06-25,Lunas,2026-08-19,30000,1687079,50000,1453000
702357,10005805,4741,502357,735,2025-12-12,Lunas,2026-01-21,50000,3983721,100000,10338000
702358,10009445,3690,502358,581,2026-10-15,Lunas,2026-11-24,30000,1087692,20000,53951000
702359,10009304,1677,502359,928,2025-09-11,Lunas,2025-11-06,50000,5451885,100000,10112000
702360,10006422,5556,502360,136,2025-12-07,Lunas,2026-01-14,75000,6092648,50000,1207000
702361,10002946,7893,502361,545,2026-11-05,Lunas,2026-12-19,75000,5568385,100000,69061000
702362,10008441,7222,502362,424,2025-04-04,Lunas,2025-05-31,30000,9542447,100000,8207000
702363,10004800,6784,502363,301,2025-04-21,Lunas,2025-04-21,50000,9323765,50000,50842000
702364,10009064,8312,502364,773,2026-12-12,Lunas,2027-01-08,20000,4405511,50000,1582000
702365,10009414,8553,502365,896,2026-02-07,Belum Lunas,,50000,11060425,10000,3606000
702366,10002252,7560,502366,657,2026-11-23,Belum Lunas,,50000,11002272,10000,42080000
702367,10008227,3099,502367,833,2026-06-22,Lunas,2026-07-24,50000,2748459,10000,23838000
702368,10006027,6057,502368,444,2025-10-18,Lunas,2025-10-18,75000,4968765,20000,11861000
702369,10001021,4411,502369,256,2025-12-09,Lunas,2025-12-12,30000,11564716,50000,9434000
702370,10007140,9586,502370,340,2026-11-19,Sebagian,2026-12-02,75000,862367,10000,2282000
702371,10004764,825,502371,419,2026-03-12,Lunas,2026-03-28,50000,6586071,10000,12803000
702372,10008925,5229,502372,505,2025-09-10,Lunas,2025-10-27,20000,4194411,10000,6172000
702373,10006897,6430,502373,218,2026-10-22,Lunas,2026-10-31,30000,2201795,100000,7524000
702374,10008991,4234,502374,487,2026-01-17,Lunas,2026-03-17,20000,6790702,10000,12530000
702375,10007434,8804,502375,864,2026-05-04,Sebagian,2026-06-10,30000,8855157,50000,21370000
702376,10004365,3517,502376,36,2026-06-12,Lunas,2026-08-07,30000,8353803,100000,9439000
702377,10007764,8322,502377,489,2024-11-30,Lunas,2024-12-04,50000,623384,20000,14292000
702378,10006296,7676,502378,833,2026-05-14,Lunas,2026-05-24,20000,8057625,100000,13254000
702379,10002071,4710,502379,704,2025-02-13,Lunas,2025-02-26,20000,3975770,50000,13665000
702380,10009929,8968,502380,486,2026-06-10,Lunas,2026-06-27,50000,3036368,20000,5052000
702381,10001593,9191,502381,819,2026-12-21,Sebagian,2027-01-07,50000,2240641,20000,1903000
702382,10005723,1415,502382,954,2026-02-16,Sebagian,2026-02-21,50000,5022020,10000,11391000
702383,10008807,5137,502383,466,2023-10-12,Lunas,2023-10-31,75000,3609085,20000,2829000
702384,10006133,8719,502384,287,2024-12-16,Belum Lunas,,75000,6143761,100000,5178000
702385,10003649,1371,502385,331,2025-03-12,Lunas,2025-04-02,75000,9084544,10000,14450000
702386,10002575,8219,502386,745,2026-06-15,Lunas,2026-08-09,50000,7919063,50000,595000
702387,10009262,2582,502387,266,2026-10-23,Lunas,2026-10-27,30000,5625911,50000,6951000
702388,10004108,5439,502388,946,2025-06-25,Lunas,2025-08-09,75000,7484315,100000,8435000
702389,10003770,2514,502389,966,2024-06-19,Lunas,2024-07-02,75000,5097373,10000,11800000
702390,10004070,4488,502390,189,2026-12-30,Lunas,2027-01-05,30000,11082689,10000,3538000
702391,10006653,5996,502391,796,2025-12-06,Lunas,2025-12-10,75000,14223991,100000,1598000
702392,10001993,2265,502392,837,2024-09-02,Belum Lunas,,30000,10760453,10000,2893000
702393,10002454,1029,502393,422,2026-08-24,Lunas,2026-09-03,75000,9481219,100000,4289000
702394,10004508,1489,502394,933,2026-12-02,Lunas,2026-12-15,20000,12350246,100000,1272000
702395,10001787,4385,502395,310,2026-01-06,Lunas,2026-02-07,50000,6839460,20000,6464000
702396,10004622,5057,502396,290,2024-02-09,Belum Lunas,,50000,12296479,20000,8760000
702397,10000408,7565,502397,112,2026-09-10,Sebagian,2026-09-13,50000,3884786,50000,1473000
702398,10009466,1841,502398,403,2025-07-19,Lunas,2025-09-12,50000,8879381,50000,6130000
702399,10003320,7671,502399,803,2026-08-21,Lunas,2026-10-09,50000,5814502,50000,9092000
702400,10000550,8481,502400,176,2026-10-23,Lunas,2026-12-20,30000,8404165,10000,14339000
702401,10007751,1398,502401,423,2025-10-12,Belum Lunas,,75000,190373,20000,8077000
702402,10003386,4238,502402,96,2026-10-15,Lunas,2026-11-14,30000,6917109,10000,717000
702403,10000269,5154,502403,671,2026-10-14,Lunas,2026-11-08,30000,8398430,50000,7142000
702404,10005876,347,502404,805,2025-09-07,Lunas,2025-10-16,50000,13128202,100000,22055000
702405,10008195,2694,502405,335,2026-02-17,Lunas,2026-03-22,75000,10383834,10000,6444000
702406,10006844,5128,502406,910,2026-09-04,Lunas,2026-10-07,75000,14197066,20000,3490000
702407,10002954,7877,502407,550,2026-10-07,Belum Lunas,,75000,10885016,20000,9029000
702408,10000908,9217,502408,567,2023-12-03,Lunas,2024-01-12,50000,5701129,100000,10583000
702409,10009099,2198,502409,133,2026-06-01,Lunas,2026-06-15,75000,8639020,100000,9851000
702410,10000768,8605,502410,736,2025-09-27,Sebagian,2025-09-29,75000,6032776,20000,39781000
702411,10007049,8603,502411,585,2026-12-28,Lunas,2027-02-16,20000,1964543,20000,1453000
702412,10008923,6213,502412,745,2023-08-24,Lunas,2023-09-03,30000,11954816,50000,1126000
702413,10007703,39,502413,334,2025-07-24,Belum Lunas,,20000,1083432,50000,822000
702414,10007357,2190,502414,134,2026-12-14,Belum Lunas,,75000,2490204,100000,18459000
702415,10001417,8677,502415,632,2026-07-07,Belum Lunas,,50000,3340348,10000,1680000
702416,10005742,1619,502416,973,2026-06-11,Lunas,2026-06-22,75000,8560623,20000,6181000
702417,10009151,8065,502417,194,2026-06-07,Belum Lunas,,75000,842156,100000,36388000
702418,10009079,578,502418,898,2024-02-21,Lunas,2024-04-15,75000,4703098,10000,7069000
702419,10000608,9101,502419,620,2026-11-18,Lunas,2026-12-13,75000,9800328,10000,1985000
702420,10009216,6743,502420,534,2025-07-27,Lunas,2025-09-01,30000,5281927,100000,13496000
702421,10002370,5885,502421,921,2026-08-29,Sebagian,2026-09-06,50000,10935021,50000,10247000
702422,10001087,160,502422,779,2026-07-13,Lunas,2026-08-13,50000,7401331,100000,4650000
702423,10007739,4997,502423,901,2025-02-23,Lunas,2025-03-16,20000,13142538,20000,9565000
702424,10000330,1740,502424,549,2026-12-30,Lunas,2026-12-30,30000,9325123,10000,9921000
702425,10008166,4744,502425,792,2026-01-30,Belum Lunas,,50000,4928776,20000,11260000
702426,10005367,9930,502426,871,2026-09-20,Belum Lunas,,20000,7353012,10000,3723000
702427,10005836,4862,502427,465,2024-04-10,Lunas,2024-06-06,20000,11129306,100000,6050000
702428,10000165,2393,502428,829,2024-08-03,Belum Lunas,,20000,12888229,50000,17787000
702429,10000538,103,502429,375,2026-11-22,Sebagian,2026-12-09,75000,2022048,100000,58066000
702430,10001264,765,502430,735,2024-09-02,Lunas,2024-10-03,50000,10696151,20000,9746000
702431,10004186,1204,502431,111,2026-10-25,Lunas,2026-12-03,50000,6116093,100000,6633000
702432,10002234,4729,502432,369,2026-12-19,Lunas,2026-12-31,75000,8223234,10000,11685000
702433,10005956,9980,502433,939,2026-02-09,Lunas,2026-03-23,50000,5729643,100000,13629000
702434,10004868,1647,502434,66,2025-10-22,Lunas,2025-11-15,20000,13811048,100000,1899000
702435,10000516,5207,502435,918,2026-10-03,Lunas,2026-10-07,20000,3893692,100000,42815000
702436,10000134,4534,502436,606,2024-10-22,Belum Lunas,,20000,11957284,100000,14019000
702437,10001405,7379,502437,109,2026-07-12,Lunas,2026-07-18,20000,411218,50000,1035000
702438,10002543,1863,502438,327,2025-05-31,Lunas,2025-06-04,50000,6724929,50000,3290000
