Penagihan_ID,NIK,LH_ID,Kasus_ID,Staf_ID,Tgl_Penagihan,Status_Penagihan,Tgl_Bayar,Biaya_Admin,Biaya_PendaftaranPgd,Biaya_SalinanPts,Biaya_Layanan_Hukum
70305,100289,808,50305,931,2025-01-01,Lunas,2025-01-11,50000,1842084,20000,7510083
70306,100070,532,50306,792,2025-10-02,Lunas,2025-10-21,20000,1525425,10000,713899
70307,100265,745,50307,228,2025-11-06,Belum Lunas,,20000,1108505,50000,8651328
70308,100060,78,50308,145,2025-10-18,Lunas,2025-11-02,30000,1896386,10000,1594766
70309,100506,874,50309,649,2025-12-26,Lunas,2026-01-18,20000,907451,10000,2185800
70310,100519,627,50310,812,2025-09-03,Belum Lunas,,50000,2430540,10000,13993592
70311,100248,345,50311,939,2024-08-04,Lunas,2024-08-23,50000,343288,50000,8260941
70312,100021,92,50312,359,2025-02-10,Lunas,2025-03-04,30000,3955327,50000,7917786
70313,100154,176,50313,310,2025-11-08,Lunas,2025-11-24,20000,2977392,20000,22649795
70314,100314,281,50314,329,2024-08-09,Lunas,2024-08-18,30000,3517845,50000,1643822
70315,100564,584,50315,903,2025-05-18,Lunas,2025-06-12,30000,1971636,50000,1367792
70316,100277,551,50316,79,2025-12-28,Lunas,2026-01-07,30000,2100647,50000,1461727
70317,100284,78,50317,727,2025-12-22,Lunas,2025-12-27,20000,361866,10000,1594766
70318,100474,358,50318,322,2025-09-11,Belum Lunas,,30000,3989081,50000,3122938
70319,100652,339,50319,731,2025-04-14,Lunas,2025-05-13,50000,116916,20000,5659399
70320,100075,266,50320,170,2025-05-20,Lunas,2025-06-03,50000,4667089,20000,9799600
70321,100357,805,50321,196,2025-11-30,Belum Lunas,,50000,3481330,50000,34422622
70322,100095,702,50322,329,2025-12-27,Belum Lunas,,50000,1292770,20000,7640988
70323,100550,388,50323,220,2025-09-29,Lunas,2025-10-20,30000,1400963,20000,560809
70324,100702,672,50324,753,2025-11-02,Lunas,2025-11-24,50000,3288223,50000,711657
70325,100688,35,50325,273,2025-09-23,Belum Lunas,,30000,859295,50000,4649647
70326,100029,430,50326,160,2025-09-16,Belum Lunas,,50000,843060,50000,1099620
70327,100694,753,50327,439,2025-03-30,Lunas,2025-04-26,30000,1435767,50000,3858243
70328,100017,817,50328,895,2025-03-06,Lunas,2025-03-06,50000,3290144,20000,2664240
70329,100300,486,50329,981,2025-05-09,Lunas,2025-06-01,50000,4409014,10000,8238227
70330,100629,405,50330,26,2025-12-26,Lunas,2026-01-10,20000,1222097,20000,1065353
70331,100280,996,50331,458,2025-11-01,Lunas,2025-11-22,20000,3849296,10000,18092344
70332,100877,919,50332,287,2025-09-29,Belum Lunas,,50000,3128294,20000,1595533
70333,100675,33,50333,6,2024-12-13,Lunas,2024-12-20,50000,783074,10000,1219673
70334,100267,989,50334,115,2024-10-15,Lunas,2024-10-29,20000,2618311,10000,7488883
70335,100712,330,50335,877,2025-04-13,Lunas,2025-04-29,50000,2926299,20000,12384322
70336,100277,551,50336,676,2025-11-30,Lunas,2025-12-11,30000,3402680,10000,1461727
70337,100494,631,50337,66,2025-11-01,Lunas,2025-11-04,20000,4377766,10000,1928433
70338,100807,69,50338,682,2025-09-08,Lunas,2025-09-30,20000,4409404,50000,1565457
70339,100371,580,50339,73,2024-05-25,Lunas,2024-06-01,50000,3825475,10000,5424534
70340,100188,397,50340,887,2025-10-26,Belum Lunas,,30000,1300830,50000,7883819
70341,100579,690,50341,902,2025-10-30,Lunas,2025-11-26,50000,3369045,10000,2999652
70342,100079,282,50342,513,2025-09-01,Lunas,2025-09-10,50000,4835783,10000,1712902
70343,100954,950,50343,458,2025-10-09,Lunas,2025-10-11,20000,527699,50000,31286536
70344,100760,505,50344,207,2025-03-19,Lunas,2025-04-09,30000,1581068,10000,2992230
70345,100368,404,50345,9,2024-09-26,Lunas,2024-10-11,50000,1803995,10000,607216
70346,100478,765,50346,136,2025-12-11,Lunas,2025-12-11,50000,2902923,20000,17188271
70347,100173,567,50347,675,2024-12-22,Lunas,2024-12-31,30000,1264704,50000,1315418
70348,100969,925,50348,167,2025-05-26,Lunas,2025-06-10,30000,105817,50000,1704458
70349,100280,996,50349,794,2025-12-20,Lunas,2025-12-30,50000,492802,10000,18092344
70350,100283,357,50350,912,2025-09-19,Lunas,2025-09-30,20000,3600857,50000,42833038
70351,100544,20,50351,46,2025-12-01,Lunas,2025-12-21,20000,3346402,50000,926663
70352,100466,931,50352,498,2024-12-19,Lunas,2024-12-28,50000,4413118,50000,2612774
70353,100382,365,50353,278,2025-06-25,Lunas,2025-06-29,30000,4934449,10000,5935020
70354,100163,140,50354,795,2025-12-30,Lunas,2025-12-30,20000,1689563,50000,1756570
70355,100898,995,50355,924,2025-06-17,Lunas,2025-07-01,20000,2972062,50000,1817082
70356,100278,228,50356,347,2025-10-17,Lunas,2025-11-06,50000,877268,10000,49609658
70357,100869,246,50357,875,2025-03-26,Lunas,2025-04-24,30000,1806858,50000,27435661
70358,100970,287,50358,416,2025-05-05,Lunas,2025-05-16,50000,4125959,50000,21023566
70359,100596,888,50359,56,2024-09-23,Lunas,2024-10-02,20000,4455366,20000,16877598
70360,100826,760,50360,495,2024-10-04,Lunas,2024-10-20,50000,1781485,20000,8862103
70361,100446,341,50361,544,2025-10-24,Belum Lunas,,30000,1455144,10000,8138285
70362,100178,498,50362,659,2025-02-09,Lunas,2025-03-08,20000,3348192,20000,45768364
70363,100248,345,50363,807,2025-07-01,Lunas,2025-07-20,30000,2991885,20000,8260941
70364,100762,926,50364,785,2025-11-16,Lunas,2025-11-30,30000,1657500,10000,623696
70365,100920,239,50365,926,2025-01-16,Belum Lunas,,30000,956049,20000,7175304
70366,100119,834,50366,558,2025-12-03,Lunas,2025-12-08,30000,3774487,50000,3564713
70367,100510,686,50367,610,2025-07-04,Belum Lunas,,50000,3571482,10000,28582818
70368,100536,250,50368,327,2025-12-03,Lunas,2025-12-29,30000,1645038,50000,6861009
70369,100337,137,50369,722,2025-08-31,Lunas,2025-09-08,20000,1985676,50000,5313229
70370,100176,628,50370,172,2025-11-25,Belum Lunas,,50000,1093237,10000,6559636
70371,100396,211,50371,803,2025-02-16,Belum Lunas,,50000,2766319,20000,6919792
70372,100489,48,50372,492,2025-12-24,Lunas,2026-01-13,20000,2776787,20000,1160059
70373,100131,588,50373,536,2025-02-08,Lunas,2025-02-28,20000,173467,10000,4710077
70374,100447,603,50374,492,2025-12-16,Lunas,2026-01-03,50000,3331215,50000,9568001
70375,100738,200,50375,286,2025-06-19,Lunas,2025-07-07,30000,2802829,10000,6193018
70376,100541,949,50376,654,2024-08-22,Lunas,2024-09-17,30000,3077240,20000,1462038
70377,100980,694,50377,297,2025-10-01,Lunas,2025-10-11,50000,1034809,10000,1429375
70378,100184,709,50378,969,2025-12-12,Belum Lunas,,30000,2665909,10000,9548428
70379,100592,197,50379,214,2025-09-24,Lunas,2025-09-24,30000,376148,10000,21968305
70380,100533,527,50380,649,2025-02-14,Lunas,2025-03-06,20000,2147776,50000,28911450
70381,100846,149,50381,894,2025-03-03,Lunas,2025-03-29,20000,354604,50000,9170466
70382,100034,361,50382,409,2025-09-16,Belum Lunas,,30000,3514252,10000,9268961
70383,100358,759,50383,575,2025-12-06,Lunas,2025-12-28,50000,4026369,10000,2695419
70384,100754,69,50384,809,2024-08-19,Lunas,2024-09-11,20000,994339,50000,1565457
70385,100878,345,50385,870,2025-11-28,Lunas,2025-12-27,30000,3801915,20000,8260941
70386,100584,879,50386,648,2025-12-30,Lunas,2026-01-04,20000,2195427,20000,1281423
70387,100799,679,50387,39,2024-09-14,Lunas,2024-10-07,30000,1723413,10000,6320101
70388,100437,815,50388,734,2025-09-21,Lunas,2025-10-09,20000,1821217,20000,3630635
70389,100467,301,50389,238,2025-10-26,Belum Lunas,,50000,3576602,50000,4510462
70390,100409,582,50390,434,2025-12-17,Lunas,2025-12-21,50000,3681940,20000,31472531
70391,100714,396,50391,688,2025-10-30,Lunas,2025-11-28,20000,4487697,50000,25265942
70392,100916,402,50392,935,2025-12-26,Lunas,2026-01-01,20000,2358734,50000,5334298
70393,100635,923,50393,60,2025-05-19,Lunas,2025-06-12,50000,1040067,50000,2807791
70394,100345,720,50394,459,2025-05-13,Lunas,2025-06-11,30000,2205775,10000,9096804
70395,100310,358,50395,310,2025-07-21,Lunas,2025-07-31,20000,608985,50000,3122938
70396,100795,66,50396,78,2025-08-29,Belum Lunas,,20000,2825372,50000,8472842
70397,100640,909,50397,1,2025-03-01,Lunas,2025-03-17,50000,507786,20000,48317491
70398,100103,100,50398,904,2025-09-04,Lunas,2025-09-30,50000,2090742,20000,24246230
70399,100100,958,50399,433,2025-08-07,Belum Lunas,,20000,1380951,50000,32145198
70400,100387,918,50400,679,2025-03-09,Belum Lunas,,30000,2290968,10000,1775476
70401,100317,696,50401,729,2025-09-27,Lunas,2025-10-16,50000,4057689,50000,36701572
70402,100064,719,50402,35,2024-04-26,Lunas,2024-05-16,30000,829724,10000,9684796
70403,100381,922,50403,909,2025-09-11,Lunas,2025-09-29,30000,657059,10000,5646680
70404,100675,33,50404,668,2025-07-20,Lunas,2025-07-20,50000,352534,10000,1219673
70405,100603,936,50405,760,2024-11-09,Belum Lunas,,50000,2806168,50000,37056229
70406,100601,637,50406,468,2025-12-17,Lunas,2026-01-14,20000,4905515,20000,8937230
70407,100380,626,50407,112,2025-10-15,Lunas,2025-10-29,30000,684811,50000,4763785
70408,100559,850,50408,702,2025-11-20,Lunas,2025-11-29,30000,2631323,20000,4781891
70409,100261,970,50409,223,2025-08-25,Lunas,2025-09-09,30000,247527,50000,4002086
70410,100956,506,50410,19,2025-12-30,Lunas,2026-01-14,50000,3338627,10000,7823154
70411,100336,204,50411,523,2025-01-18,Lunas,2025-02-01,30000,1162591,50000,8889972
70412,100212,192,50412,124,2025-03-03,Lunas,2025-03-03,30000,1429756,20000,4068302
70413,100681,96,50413,339,2025-12-16,Lunas,2025-12-26,50000,2976749,50000,4167062
70414,100026,390,50414,916,2025-07-05,Belum Lunas,,20000,2267516,10000,7190152
70415,100018,157,50415,850,2025-08-25,Lunas,2025-09-22,30000,1086408,10000,2437019
70416,100278,228,50416,344,2025-08-26,Lunas,2025-09-23,20000,2023632,10000,49609658
70417,100598,740,50417,312,2025-08-09,Belum Lunas,,30000,2676277,10000,5621916
70418,100007,946,50418,447,2025-10-06,Lunas,2025-10-07,20000,2645072,50000,16860188
70419,100063,306,50419,613,2025-08-27,Lunas,2025-09-10,20000,3663435,10000,10807245
70420,100673,462,50420,289,2025-01-18,Belum Lunas,,50000,630130,10000,528971
70421,100123,489,50421,683,2025-09-25,Lunas,2025-10-09,30000,2613429,20000,3983678
70422,100467,301,50422,863,2025-07-09,Belum Lunas,,30000,4523903,20000,4510462
70423,100588,546,50423,110,2025-09-25,Belum Lunas,,50000,2614135,10000,1639373
70424,100475,154,50424,629,2025-06-25,Lunas,2025-06-27,50000,493029,20000,2629996
70425,100373,110,50425,430,2025-12-21,Lunas,2025-12-24,50000,4028847,10000,1386346
70426,100502,941,50426,223,2025-10-08,Lunas,2025-10-16,30000,3075569,10000,735539
70427,100691,238,50427,599,2025-10-02,Lunas,2025-10-05,50000,4686592,50000,2029593
70428,100981,207,50428,316,2025-11-10,Belum Lunas,,30000,2999697,20000,11140341
70429,100639,316,50429,994,2025-02-13,Lunas,2025-02-17,30000,1468232,10000,3187998
70430,100578,993,50430,882,2025-12-30,Lunas,2026-01-01,20000,1644532,20000,24985844
70431,100897,810,50431,767,2025-11-11,Lunas,2025-12-03,30000,715166,50000,6903670
70432,100267,989,50432,956,2024-12-23,Lunas,2025-01-18,50000,2238446,20000,7488883
70433,100864,564,50433,469,2025-12-03,Lunas,2025-12-03,30000,2544855,10000,3488678
70434,100641,370,50434,962,2025-10-04,Belum Lunas,,20000,4527354,20000,718503
70435,100194,973,50435,639,2025-11-22,Lunas,2025-12-05,20000,1238674,10000,1765157
70436,100414,823,50436,272,2025-09-17,Belum Lunas,,20000,3133611,10000,1223308
70437,100595,828,50437,585,2025-12-15,Lunas,2026-01-03,50000,1749233,10000,40515835
70438,100067,723,50438,69,2024-02-16,Lunas,2024-02-29,50000,1827705,50000,39917001
70439,100776,796,50439,323,2024-12-27,Belum Lunas,,30000,1531737,50000,4274224
70440,100159,4,50440,533,2024-06-11,Lunas,2024-06-27,50000,2276832,20000,14465345
70441,100465,499,50441,398,2025-09-15,Belum Lunas,,30000,2902429,50000,2123275
70442,100312,867,50442,35,2025-08-19,Lunas,2025-09-15,20000,4448326,20000,1130780
70443,100210,481,50443,583,2025-04-28,Lunas,2025-04-30,30000,202831,50000,4893538
70444,100763,805,50444,312,2025-06-13,Lunas,2025-06-26,20000,1313218,10000,34422622
70445,100664,624,50445,300,2024-12-31,Lunas,2025-01-28,50000,1616373,50000,1081320
70446,100642,690,50446,114,2025-11-05,Lunas,2025-11-21,30000,1824871,20000,2999652
70447,100690,44,50447,753,2024-09-24,Lunas,2024-10-20,50000,1227307,50000,35898614
70448,100528,61,50448,190,2024-10-02,Lunas,2024-10-04,30000,3639305,50000,11431734
70449,100516,716,50449,298,2025-03-03,Lunas,2025-03-26,20000,4923902,20000,20341354
70450,100426,885,50450,271,2025-09-11,Lunas,2025-09-16,50000,2485217,50000,1212367
70451,100969,925,50451,83,2025-11-22,Lunas,2025-12-14,50000,4976025,20000,1704458
70452,100691,238,50452,415,2024-11-01,Lunas,2024-11-22,30000,1768872,20000,2029593
70453,100093,194,50453,768,2025-03-20,Lunas,2025-04-05,50000,4043402,50000,8445408
70454,100071,492,50454,711,2025-08-02,Lunas,2025-08-25,30000,4423286,10000,5585050
70455,100367,584,50455,961,2024-06-09,Lunas,2024-06-30,30000,4740856,20000,1367792
70456,100487,12,50456,456,2025-12-21,Lunas,2026-01-04,30000,3809833,20000,7044892
70457,100782,951,50457,545,2025-11-10,Belum Lunas,,20000,638768,50000,23616949
70458,100896,873,50458,688,2024-04-23,Lunas,2024-05-06,20000,1962700,10000,5135129
70459,100410,318,50459,582,2025-12-29,Lunas,2026-01-14,30000,2029424,10000,7660519
70460,100026,390,50460,848,2025-11-25,Lunas,2025-12-16,20000,3426642,50000,7190152
70461,100238,99,50461,188,2025-02-02,Lunas,2025-02-19,20000,4508954,20000,32569350
70462,100209,585,50462,167,2025-08-04,Lunas,2025-08-21,30000,3434026,50000,3185430
70463,100849,532,50463,83,2024-06-09,Belum Lunas,,20000,712327,50000,713899
70464,100930,817,50464,631,2025-12-22,Belum Lunas,,50000,280499,50000,2664240
70465,100185,636,50465,333,2025-01-02,Lunas,2025-01-07,20000,3329200,50000,5396959
70466,100487,12,50466,91,2025-10-30,Belum Lunas,,30000,3406807,50000,7044892
70467,100804,468,50467,800,2025-08-26,Lunas,2025-09-17,30000,1966135,50000,837296
70468,100021,92,50468,805,2025-07-19,Lunas,2025-08-01,30000,754591,50000,7917786
70469,100157,551,50469,190,2025-01-14,Belum Lunas,,50000,1261067,20000,1461727
70470,100520,188,50470,599,2025-11-21,Belum Lunas,,20000,4373496,10000,1502928
70471,100360,635,50471,888,2025-12-05,Lunas,2025-12-10,50000,4097240,20000,4291621
70472,100782,951,50472,81,2025-08-10,Lunas,2025-08-13,50000,1743039,50000,23616949
70473,100059,314,50473,188,2025-04-27,Belum Lunas,,20000,2254603,10000,3443676
70474,100916,402,50474,149,2025-07-12,Lunas,2025-08-01,30000,1295153,10000,5334298
70475,100001,376,50475,775,2025-09-03,Lunas,2025-09-26,30000,1682307,10000,12100426
70476,100595,828,50476,682,2025-08-02,Belum Lunas,,20000,4184243,10000,40515835
70477,100884,66,50477,382,2025-09-21,Belum Lunas,,50000,3892492,20000,8472842
70478,100232,744,50478,948,2025-03-01,Lunas,2025-03-17,50000,4497316,20000,5487400
70479,100446,341,50479,994,2025-12-26,Belum Lunas,,50000,3914503,10000,8138285
70480,100947,770,50480,903,2025-07-16,Lunas,2025-08-11,20000,416088,20000,40276900
70481,100199,161,50481,777,2024-10-25,Lunas,2024-11-11,30000,3307102,20000,8117452
70482,100297,874,50482,8,2025-02-07,Lunas,2025-02-22,50000,2117087,50000,2185800
70483,100737,557,50483,200,2025-02-26,Lunas,2025-03-07,30000,4787966,50000,7940711
70484,100556,112,50484,186,2025-10-24,Lunas,2025-10-31,50000,4532142,20000,9513651
70485,100388,89,50485,957,2025-12-13,Lunas,2025-12-14,50000,2767709,20000,1219505
70486,100604,443,50486,299,2025-07-09,Belum Lunas,,30000,3493931,20000,699327
70487,100208,575,50487,102,2025-12-24,Belum Lunas,,50000,2627701,10000,1909203
70488,100731,160,50488,854,2025-01-02,Belum Lunas,,30000,1567471,10000,6214763
70489,100370,61,50489,61,2025-12-28,Lunas,2026-01-12,20000,1355674,10000,11431734
70490,100804,468,50490,206,2025-05-01,Lunas,2025-05-27,20000,1082204,20000,837296
70491,100253,266,50491,175,2025-12-16,Belum Lunas,,20000,4910829,10000,9799600
70492,100108,588,50492,917,2025-11-21,Lunas,2025-12-19,20000,4844168,20000,4710077
70493,100215,508,50493,562,2025-12-27,Lunas,2025-12-30,30000,1167541,50000,1006474
70494,100083,325,50494,843,2025-06-07,Lunas,2025-06-24,20000,2294552,50000,3886498
70495,100910,909,50495,6,2025-04-22,Lunas,2025-05-03,30000,4682944,20000,48317491
70496,100304,296,50496,580,2025-08-15,Belum Lunas,,50000,2675979,20000,4076756
70497,100042,82,50497,22,2025-05-04,Lunas,2025-05-25,50000,3455673,10000,1925043
70498,100916,402,50498,501,2025-10-26,Lunas,2025-10-29,30000,4446484,10000,5334298
70499,100966,422,50499,356,2025-11-19,Lunas,2025-12-15,20000,2529954,20000,34431200
70500,100189,465,50500,406,2025-08-14,Belum Lunas,,30000,2788042,10000,798274
70501,100869,246,50501,161,2024-11-12,Lunas,2024-11-26,50000,116137,10000,27435661
70502,100461,730,50502,946,2025-05-16,Belum Lunas,,50000,421812,20000,20628616
70503,100308,641,50503,708,2025-04-05,Lunas,2025-05-04,20000,628325,10000,6030611
70504,100677,559,50504,287,2025-06-10,Lunas,2025-06-30,30000,2627102,50000,39818744
70505,100848,801,50505,932,2025-12-12,Lunas,2025-12-21,20000,4947372,10000,6563961
70506,100412,307,50506,249,2024-12-18,Belum Lunas,,20000,3643403,10000,984200
70507,100475,154,50507,421,2025-10-21,Lunas,2025-11-05,30000,3472774,20000,2629996
70508,100491,266,50508,755,2024-10-07,Lunas,2024-10-14,30000,4178230,50000,9799600
70509,100306,778,50509,584,2025-03-29,Lunas,2025-04-11,50000,2745152,10000,19232224
70510,100971,846,50510,435,2025-07-17,Belum Lunas,,30000,945040,20000,31772507
70511,100765,854,50511,352,2024-10-02,Lunas,2024-10-18,50000,4447077,20000,39370223
70512,100413,919,50512,870,2024-08-29,Lunas,2024-09-24,50000,1478261,10000,1595533
70513,100124,310,50513,596,2025-10-02,Lunas,2025-10-23,20000,1320637,20000,46984803
70514,100424,917,50514,565,2025-12-30,Lunas,2026-01-09,50000,2598848,20000,3410395
70515,100977,412,50515,201,2024-10-11,Lunas,2024-10-29,20000,1530216,20000,9515388
70516,100284,78,50516,57,2025-12-21,Belum Lunas,,30000,4494961,20000,1594766
70517,100143,869,50517,456,2025-04-11,Belum Lunas,,50000,4959512,50000,7383626
70518,100924,953,50518,685,2025-03-24,Lunas,2025-04-21,20000,3174264,10000,6484906
70519,100974,616,50519,647,2025-06-19,Lunas,2025-07-16,20000,651205,50000,3529005
70520,100437,815,50520,804,2025-04-08,Lunas,2025-05-04,20000,3905761,20000,3630635
70521,100534,813,50521,185,2025-06-17,Lunas,2025-06-30,50000,4767890,20000,1821022
70522,100163,140,50522,813,2024-10-28,Lunas,2024-11-02,50000,3952060,20000,1756570
70523,100201,644,50523,405,2025-09-04,Lunas,2025-09-30,20000,1904892,10000,1949286
70524,100999,535,50524,937,2025-09-16,Lunas,2025-09-22,30000,4601717,50000,1661147
70525,100116,182,50525,344,2024-11-15,Lunas,2024-12-02,30000,4601105,50000,7726564
70526,100647,466,50526,352,2025-06-15,Lunas,2025-07-14,20000,511762,10000,6946551
70527,100950,810,50527,21,2025-09-27,Lunas,2025-10-24,20000,1464649,20000,6903670
70528,100575,168,50528,735,2025-07-01,Belum Lunas,,20000,2626528,50000,7232590
70529,100811,260,50529,28,2024-10-20,Lunas,2024-11-13,50000,3957115,10000,2773754
70530,100962,224,50530,62,2025-02-17,Lunas,2025-03-17,20000,2321918,20000,8224008
70531,100216,836,50531,191,2024-04-03,Lunas,2024-04-30,20000,2528781,50000,1998300
70532,100706,22,50532,588,2024-10-16,Belum Lunas,,30000,3810832,50000,7096854
70533,100284,78,50533,61,2025-11-07,Lunas,2025-12-02,50000,2261057,10000,1594766
70534,100895,542,50534,899,2025-11-06,Lunas,2025-11-24,20000,2519978,20000,3650378
70535,100663,637,50535,475,2024-12-14,Lunas,2024-12-18,30000,4462415,20000,8937230
70536,100775,667,50536,584,2025-09-23,Lunas,2025-10-07,30000,3705150,50000,43150307
70537,100042,82,50537,649,2025-11-28,Lunas,2025-12-27,20000,3647148,10000,1925043
70538,100175,118,50538,698,2025-10-20,Belum Lunas,,30000,4753337,20000,1270757
70539,100366,317,50539,882,2025-05-24,Lunas,2025-06-05,20000,2932076,10000,36438449
70540,100413,919,50540,341,2025-08-11,Lunas,2025-08-19,50000,2808429,20000,1595533
70541,100203,214,50541,533,2025-12-07,Lunas,2025-12-10,50000,3924025,10000,48776833
70542,100556,112,50542,116,2025-05-07,Lunas,2025-05-26,20000,2140704,50000,9513651
70543,100995,13,50543,746,2025-06-18,Belum Lunas,,50000,3046277,50000,7840671
70544,100865,846,50544,407,2025-01-31,Lunas,2025-02-08,20000,4030672,20000,31772507
70545,100978,221,50545,893,2025-08-15,Belum Lunas,,30000,2273848,10000,9112991
70546,100468,532,50546,254,2024-06-15,Lunas,2024-07-13,20000,2937699,10000,713899
70547,100210,481,50547,210,2024-05-16,Lunas,2024-05-22,50000,431302,10000,4893538
70548,100886,886,50548,875,2025-10-01,Lunas,2025-10-15,30000,3430815,50000,41081301
70549,100531,814,50549,6,2025-03-22,Lunas,2025-04-14,50000,4857068,50000,1253346
70550,100427,452,50550,60,2025-10-16,Lunas,2025-10-16,20000,2385994,20000,1780548
70551,100028,850,50551,964,2025-05-29,Belum Lunas,,20000,4570337,20000,4781891
70552,100157,551,50552,98,2025-08-15,Lunas,2025-08-21,30000,1099999,50000,1461727
70553,100606,891,50553,298,2025-12-15,Lunas,2026-01-12,50000,2222852,20000,28254963
70554,100927,627,50554,267,2025-12-28,Lunas,2026-01-14,20000,1841314,10000,13993592
70555,100446,341,50555,565,2025-01-25,Lunas,2025-02-16,30000,1919222,50000,8138285
70556,100493,496,50556,460,2025-10-11,Belum Lunas,,20000,2853052,20000,3311193
70557,100555,918,50557,83,2025-07-19,Lunas,2025-08-02,30000,3744482,20000,1775476
70558,100898,995,50558,563,2025-09-28,Belum Lunas,,20000,3746145,10000,1817082
70559,100606,891,50559,153,2025-09-28,Belum Lunas,,50000,4659794,10000,28254963
70560,100512,246,50560,613,2025-08-27,Belum Lunas,,30000,1464006,50000,27435661
70561,100975,222,50561,774,2025-09-21,Belum Lunas,,50000,3356579,50000,47869055
70562,100414,823,50562,833,2025-12-24,Lunas,2025-12-26,30000,3194087,50000,1223308
70563,100211,604,50563,944,2025-09-30,Lunas,2025-10-07,30000,2347555,20000,38310121
70564,100856,79,50564,507,2025-12-14,Lunas,2026-01-10,30000,4866550,50000,26206476
70565,100703,840,50565,440,2025-12-13,Lunas,2025-12-25,20000,3526202,10000,13878596
70566,100823,617,50566,494,2025-01-03,Lunas,2025-01-26,50000,1722989,50000,6467831
70567,100484,823,50567,753,2025-12-01,Lunas,2025-12-09,20000,3699433,20000,1223308
70568,100281,516,50568,482,2025-10-13,Belum Lunas,,30000,4477077,20000,22008052
70569,100919,614,50569,41,2025-11-12,Lunas,2025-12-04,20000,4105400,20000,797731
70570,100320,714,50570,623,2025-10-16,Lunas,2025-10-30,30000,2923904,50000,17580800
70571,100409,582,50571,154,2024-02-01,Lunas,2024-02-16,30000,4561308,50000,31472531
70572,100728,974,50572,599,2025-12-29,Lunas,2026-01-01,50000,3594474,10000,16393888
70573,100829,422,50573,437,2025-03-08,Lunas,2025-03-25,20000,4387131,10000,34431200
70574,100430,977,50574,288,2025-10-16,Lunas,2025-11-14,30000,4690111,20000,37262912
70575,100923,463,50575,67,2025-09-26,Lunas,2025-10-21,30000,4276883,10000,8915469
70576,100931,24,50576,766,2025-11-16,Lunas,2025-12-08,20000,992100,10000,7694583
70577,100973,881,50577,178,2025-09-17,Lunas,2025-10-15,20000,4127753,50000,16830914
70578,100138,480,50578,319,2025-02-27,Lunas,2025-03-05,30000,4433653,10000,7525039
70579,100488,196,50579,426,2024-11-22,Belum Lunas,,50000,2701158,50000,6504131
70580,101000,542,50580,765,2025-03-26,Lunas,2025-04-17,20000,3463144,20000,3650378
70581,100805,146,50581,626,2024-09-06,Lunas,2024-09-19,50000,904554,20000,35391224
70582,100656,490,50582,526,2025-04-14,Lunas,2025-04-24,50000,2154447,10000,47045421
70583,100984,717,50583,915,2025-05-13,Belum Lunas,,20000,4866625,20000,7130505
70584,100284,78,50584,927,2025-12-20,Belum Lunas,,20000,4989884,50000,1594766
70585,100590,36,50585,988,2025-01-02,Belum Lunas,,30000,1736295,20000,22032066
70586,100743,415,50586,828,2025-10-18,Lunas,2025-11-16,30000,2802153,10000,9599519
70587,100299,531,50587,392,2025-10-06,Lunas,2025-10-12,30000,2423458,20000,42652228
70588,100291,317,50588,678,2025-12-27,Lunas,2025-12-27,30000,4430613,50000,36438449
70589,100935,818,50589,253,2025-12-15,Belum Lunas,,20000,995265,50000,8143577
70590,100610,959,50590,560,2025-12-04,Belum Lunas,,20000,1017758,10000,2635550
70591,100072,731,50591,898,2025-12-26,Lunas,2026-01-05,20000,2246827,20000,42714646
70592,100059,314,50592,555,2025-11-20,Lunas,2025-11-22,50000,1436056,20000,3443676
70593,100112,603,50593,410,2025-05-04,Lunas,2025-05-19,20000,447254,10000,9568001
70594,100040,152,50594,331,2025-07-25,Lunas,2025-08-15,30000,3746451,20000,6831640
70595,100881,679,50595,876,2025-11-30,Belum Lunas,,30000,1630826,10000,6320101
70596,100372,605,50596,781,2025-01-22,Lunas,2025-02-01,20000,3080263,50000,4613941
70597,100092,597,50597,584,2025-11-09,Lunas,2025-11-13,30000,4368623,20000,4547356
70598,100500,314,50598,132,2025-08-17,Lunas,2025-08-25,30000,1042932,10000,3443676
70599,100523,578,50599,994,2025-09-25,Belum Lunas,,20000,154682,20000,2709442
70600,100396,211,50600,681,2025-07-31,Lunas,2025-08-05,20000,4138854,50000,6919792
70601,100976,232,50601,719,2024-12-26,Lunas,2025-01-20,50000,3496151,20000,11122160
70602,100564,584,50602,915,2025-09-14,Lunas,2025-09-27,20000,2275442,50000,1367792
70603,100253,266,50603,273,2025-12-01,Belum Lunas,,30000,2236069,10000,9799600
70604,100687,201,50604,775,2025-12-13,Belum Lunas,,20000,3420651,50000,7402789
70605,100897,810,50605,824,2025-06-07,Lunas,2025-06-18,30000,342011,10000,6903670
70606,100014,278,50606,536,2024-05-23,Lunas,2024-06-12,20000,1612387,50000,25191359
70607,100435,250,50607,139,2025-08-19,Lunas,2025-08-20,20000,2034820,20000,6861009
70608,100593,824,50608,696,2025-12-01,Lunas,2025-12-04,50000,251952,20000,7550114
70609,100613,101,50609,522,2025-11-19,Lunas,2025-11-29,30000,1399726,10000,16636094
70610,100659,677,50610,778,2025-12-03,Lunas,2025-12-29,30000,2746907,10000,9786079
70611,100073,35,50611,542,2025-06-19,Lunas,2025-07-11,30000,2630739,20000,4649647
70612,100760,505,50612,614,2025-10-11,Lunas,2025-10-12,30000,3144400,10000,2992230
