Kasus_ID,Perkara_Kasus,Deskripsi_Kasus,NIK,Pengacara_ID,Staf_ID,Tgl_Daftar,Tgl_Mulai,Tgl_Selesai,Hasil,Status_Kasus
50165,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50165 untuk NIK 100839,100839,758,536,2024-08-19,2024-11-27,2025-09-07,Kalah,Selesai
50166,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50166 untuk NIK 100042,100042,215,865,2025-07-05,2025-09-19,,,Pending
50167,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50167 untuk NIK 100681,100681,987,387,2024-09-11,2025-12-05,,,Proses
50168,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50168 untuk NIK 100992,100992,993,387,2024-12-11,2025-05-04,,,Pending
50169,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50169 untuk NIK 100678,100678,874,948,2025-04-20,2025-12-22,,,Pending
50170,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50170 untuk NIK 100764,100764,483,163,2024-10-12,2025-01-16,,,Proses
50171,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50171 untuk NIK 100443,100443,196,53,2024-09-08,2025-06-15,,,Pending
50172,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50172 untuk NIK 100915,100915,872,872,2025-08-22,2025-12-12,,,Proses
50173,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50173 untuk NIK 100598,100598,753,126,2025-08-12,2025-12-30,,,Proses
50174,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50174 untuk NIK 100578,100578,962,483,2025-07-18,2025-09-26,2025-12-06,Kalah,Selesai
50175,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50175 untuk NIK 100536,100536,333,282,2025-08-18,2025-09-16,,,Proses
50176,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50176 untuk NIK 100025,100025,192,233,2025-11-04,2025-12-19,2025-12-28,Kalah,Selesai
50177,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50177 untuk NIK 100812,100812,200,800,2024-10-02,2025-07-19,,,Pending
50178,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50178 untuk NIK 100694,100694,19,460,2025-05-31,2025-08-26,2025-10-06,Kalah,Selesai
50179,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50179 untuk NIK 100643,100643,345,820,2024-04-16,2025-03-30,,,Proses
50180,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50180 untuk NIK 101000,101000,702,124,2024-06-04,2024-06-13,,,Proses
50181,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50181 untuk NIK 100773,100773,266,887,2025-05-20,2025-11-01,,,Pending
50182,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50182 untuk NIK 100336,100336,558,508,2024-07-28,2025-05-26,,,Pending
50183,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50183 untuk NIK 100280,100280,591,865,2025-11-29,2025-12-06,2025-12-20,Menang,Selesai
50184,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50184 untuk NIK 100537,100537,297,525,2025-11-12,2025-11-14,,,Pending
50185,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50185 untuk NIK 100764,100764,435,863,2024-05-17,2024-06-02,2025-05-29,Kalah,Selesai
50186,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50186 untuk NIK 100214,100214,112,96,2025-03-13,2025-11-06,,,Pending
50187,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50187 untuk NIK 100498,100498,161,125,2024-09-28,2024-10-17,,,Proses
50188,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50188 untuk NIK 100480,100480,231,951,2025-10-13,2025-12-20,2025-12-27,Damai,Selesai
50189,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50189 untuk NIK 100206,100206,127,198,2024-12-16,2025-06-07,,,Proses
50190,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50190 untuk NIK 100867,100867,63,507,2024-02-10,2024-02-12,,,Proses
50191,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50191 untuk NIK 100969,100969,967,973,2025-12-26,2025-12-29,,,Proses
50192,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50192 untuk NIK 100153,100153,689,500,2024-11-28,2025-03-23,,,Proses
50193,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50193 untuk NIK 100500,100500,964,317,2025-06-27,2025-10-11,2025-12-03,Menang,Selesai
50194,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50194 untuk NIK 100090,100090,899,128,2024-11-26,2025-04-08,,,Pending
50195,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50195 untuk NIK 100660,100660,970,1000,2025-10-07,2025-10-22,2025-12-28,Kalah,Selesai
50196,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50196 untuk NIK 100184,100184,156,127,2025-12-28,2025-12-29,,,Proses
50197,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50197 untuk NIK 100566,100566,38,628,2025-05-19,2025-10-25,,,Proses
50198,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50198 untuk NIK 100547,100547,995,246,2025-05-29,2025-11-29,2025-12-29,Menang,Selesai
50199,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50199 untuk NIK 100639,100639,573,500,2024-02-13,2025-11-28,,,Proses
50200,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50200 untuk NIK 100842,100842,383,216,2025-08-13,2025-09-17,2025-12-27,Kalah,Selesai
50201,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50201 untuk NIK 100937,100937,462,830,2025-05-17,2025-05-17,,,Pending
50202,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50202 untuk NIK 100125,100125,81,875,2025-02-02,2025-10-13,,,Proses
50203,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50203 untuk NIK 100316,100316,847,254,2025-05-08,2025-08-26,,,Proses
50204,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50204 untuk NIK 100632,100632,707,66,2024-08-19,2025-10-22,2025-11-25,Menang,Selesai
50205,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50205 untuk NIK 100606,100606,263,362,2025-03-10,2025-10-10,,,Proses
50206,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50206 untuk NIK 100805,100805,456,59,2024-06-02,2024-12-28,2025-12-16,Kalah,Selesai
50207,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50207 untuk NIK 100769,100769,677,655,2024-08-14,2025-08-27,,,Pending
50208,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50208 untuk NIK 100335,100335,921,795,2025-12-07,2025-12-17,,,Proses
50209,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50209 untuk NIK 100937,100937,205,549,2024-09-03,2024-10-17,,,Proses
50210,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50210 untuk NIK 100090,100090,757,342,2025-06-27,2025-12-14,,,Pending
50211,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50211 untuk NIK 100684,100684,682,874,2025-05-11,2025-11-05,2025-12-28,Menang,Selesai
50212,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50212 untuk NIK 100667,100667,857,22,2024-01-20,2025-09-10,,,Pending
50213,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50213 untuk NIK 100884,100884,70,783,2025-02-10,2025-08-05,,,Proses
50214,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50214 untuk NIK 100333,100333,404,248,2025-01-29,2025-04-11,,,Pending
50215,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50215 untuk NIK 100282,100282,922,218,2025-07-05,2025-08-20,,,Pending
50216,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50216 untuk NIK 100895,100895,163,962,2024-02-29,2025-05-13,2025-07-06,Menang,Selesai
50217,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50217 untuk NIK 100593,100593,16,595,2024-03-12,2024-06-13,,,Proses
50218,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50218 untuk NIK 100640,100640,855,155,2024-10-03,2025-10-18,2025-12-04,Menang,Selesai
50219,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50219 untuk NIK 100734,100734,77,233,2024-03-21,2025-07-15,2025-11-21,Menang,Selesai
50220,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50220 untuk NIK 100685,100685,794,561,2024-10-15,2025-09-17,2025-09-26,Damai,Selesai
50221,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50221 untuk NIK 100850,100850,567,430,2024-03-18,2024-11-17,,,Proses
50222,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50222 untuk NIK 100676,100676,13,900,2024-09-26,2025-02-02,,,Proses
50223,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50223 untuk NIK 100380,100380,174,651,2025-01-23,2025-04-05,,,Proses
50224,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50224 untuk NIK 100086,100086,257,256,2025-12-17,2025-12-21,2025-12-30,Menang,Selesai
50225,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50225 untuk NIK 100563,100563,286,508,2025-03-05,2025-04-17,2025-11-13,Menang,Selesai
50226,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50226 untuk NIK 100631,100631,748,945,2024-03-10,2025-05-31,2025-12-19,Kalah,Selesai
50227,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50227 untuk NIK 100777,100777,68,204,2025-12-29,2025-12-30,,,Proses
50228,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50228 untuk NIK 100554,100554,710,647,2024-05-29,2024-07-27,2025-10-25,Menang,Selesai
50229,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50229 untuk NIK 100649,100649,557,512,2025-03-23,2025-06-05,2025-08-13,Kalah,Selesai
50230,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50230 untuk NIK 100272,100272,291,924,2025-12-29,2025-12-29,,,Pending
50231,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50231 untuk NIK 100575,100575,851,220,2025-08-23,2025-09-25,2025-10-20,Kalah,Selesai
50232,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50232 untuk NIK 100821,100821,279,586,2024-01-29,2024-03-24,,,Proses
50233,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50233 untuk NIK 100784,100784,609,922,2025-12-19,2025-12-19,2025-12-28,Menang,Selesai
50234,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50234 untuk NIK 100053,100053,32,684,2025-04-04,2025-08-01,,,Proses
50235,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50235 untuk NIK 100825,100825,661,634,2025-04-06,2025-04-15,2025-05-07,Kalah,Selesai
50236,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50236 untuk NIK 100750,100750,232,120,2025-05-17,2025-12-05,2025-12-24,Damai,Selesai
50237,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50237 untuk NIK 100248,100248,254,800,2024-08-28,2024-12-06,2025-12-12,Kalah,Selesai
50238,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50238 untuk NIK 100465,100465,21,115,2024-11-09,2024-12-28,,,Proses
50239,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50239 untuk NIK 100080,100080,285,757,2025-03-02,2025-04-16,,,Proses
50240,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50240 untuk NIK 100003,100003,702,593,2025-05-28,2025-09-05,,,Proses
50241,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50241 untuk NIK 100164,100164,744,465,2025-09-19,2025-12-20,2025-12-29,Damai,Selesai
50242,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50242 untuk NIK 100313,100313,562,421,2024-01-02,2024-10-12,,,Proses
50243,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50243 untuk NIK 100822,100822,295,954,2025-11-06,2025-11-11,2025-12-12,Damai,Selesai
50244,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50244 untuk NIK 100024,100024,131,212,2024-11-13,2025-02-08,2025-08-08,Kalah,Selesai
50245,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50245 untuk NIK 100121,100121,783,191,2024-02-28,2024-03-01,,,Proses
50246,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50246 untuk NIK 100829,100829,950,929,2025-02-22,2025-10-30,,,Pending
50247,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50247 untuk NIK 100828,100828,238,566,2025-10-04,2025-12-29,,,Proses
50248,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50248 untuk NIK 100513,100513,435,754,2024-08-12,2025-10-30,,,Pending
50249,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50249 untuk NIK 100829,100829,875,465,2024-04-14,2025-12-28,,,Pending
50250,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50250 untuk NIK 100713,100713,703,947,2024-12-03,2025-12-06,2025-12-18,Menang,Selesai
50251,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50251 untuk NIK 100890,100890,161,846,2024-07-08,2025-10-17,2025-11-22,Menang,Selesai
50252,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50252 untuk NIK 100506,100506,412,183,2025-06-25,2025-08-23,,,Proses
50253,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50253 untuk NIK 100391,100391,687,552,2025-01-26,2025-04-05,2025-12-09,Menang,Selesai
50254,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50254 untuk NIK 100047,100047,395,54,2025-09-05,2025-12-30,,,Proses
50255,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50255 untuk NIK 100802,100802,80,132,2025-09-05,2025-11-26,2025-12-17,Menang,Selesai
50256,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50256 untuk NIK 100953,100953,557,570,2025-04-11,2025-06-17,,,Proses
50257,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50257 untuk NIK 100993,100993,603,951,2025-01-02,2025-12-01,2025-12-09,Menang,Selesai
50258,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50258 untuk NIK 100330,100330,714,284,2025-12-18,2025-12-24,,,Pending
50259,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50259 untuk NIK 100356,100356,772,91,2025-04-09,2025-12-11,2025-12-26,Kalah,Selesai
50260,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50260 untuk NIK 100983,100983,300,163,2024-05-27,2024-10-20,,,Proses
50261,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50261 untuk NIK 100240,100240,492,760,2024-01-13,2025-12-30,,,Proses
50262,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50262 untuk NIK 100140,100140,653,727,2025-05-09,2025-06-19,2025-09-20,Damai,Selesai
50263,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50263 untuk NIK 100597,100597,786,504,2024-01-09,2024-10-22,,,Proses
50264,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50264 untuk NIK 100831,100831,865,597,2025-01-18,2025-07-18,2025-09-15,Kalah,Selesai
50265,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50265 untuk NIK 100730,100730,623,583,2025-04-26,2025-10-06,,,Proses
50266,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50266 untuk NIK 100969,100969,994,420,2024-10-12,2024-10-22,,,Proses
50267,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50267 untuk NIK 100744,100744,764,487,2025-06-24,2025-11-19,,,Proses
50268,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50268 untuk NIK 100767,100767,879,997,2024-07-19,2024-10-02,,,Proses
50269,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50269 untuk NIK 100397,100397,184,349,2024-10-12,2024-11-28,2025-06-05,Kalah,Selesai
50270,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50270 untuk NIK 100130,100130,221,163,2025-04-25,2025-10-01,,,Pending
50271,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50271 untuk NIK 100343,100343,755,313,2024-03-01,2024-04-13,2025-03-18,Kalah,Selesai
50272,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50272 untuk NIK 100489,100489,687,757,2025-10-12,2025-11-15,,,Proses
50273,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50273 untuk NIK 100736,100736,981,78,2025-01-18,2025-09-05,2025-12-15,Menang,Selesai
50274,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50274 untuk NIK 100378,100378,349,414,2024-02-18,2025-10-18,,,Pending
50275,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50275 untuk NIK 100983,100983,396,75,2024-04-27,2025-04-11,2025-08-26,Menang,Selesai
50276,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50276 untuk NIK 100076,100076,944,695,2024-09-28,2025-04-04,,,Proses
50277,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50277 untuk NIK 100562,100562,87,274,2025-08-20,2025-09-07,2025-10-14,Menang,Selesai
50278,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50278 untuk NIK 100992,100992,482,20,2024-09-05,2025-01-27,2025-07-23,Menang,Selesai
50279,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50279 untuk NIK 100300,100300,99,3,2025-11-08,2025-11-19,,,Pending
50280,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50280 untuk NIK 100044,100044,994,157,2025-05-22,2025-11-05,,,Proses
50281,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50281 untuk NIK 100305,100305,581,209,2024-01-10,2025-11-12,,,Pending
50282,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50282 untuk NIK 100347,100347,243,195,2025-05-28,2025-12-22,2025-12-29,Menang,Selesai
50283,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50283 untuk NIK 100313,100313,132,197,2025-06-28,2025-07-10,,,Proses
50284,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50284 untuk NIK 100752,100752,307,351,2024-09-10,2025-03-20,2025-09-28,Damai,Selesai
50285,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50285 untuk NIK 100283,100283,146,69,2025-04-10,2025-12-08,2025-12-24,Damai,Selesai
50286,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50286 untuk NIK 100077,100077,919,544,2024-04-07,2025-03-07,,,Proses
50287,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50287 untuk NIK 100513,100513,212,777,2025-06-27,2025-09-19,,,Proses
50288,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50288 untuk NIK 100715,100715,995,677,2024-09-26,2025-01-24,2025-04-30,Kalah,Selesai
50289,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50289 untuk NIK 100978,100978,562,420,2025-07-30,2025-08-22,2025-12-18,Menang,Selesai
50290,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50290 untuk NIK 100066,100066,929,967,2024-03-18,2024-07-22,,,Pending
50291,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50291 untuk NIK 100161,100161,280,983,2024-11-13,2024-11-14,2025-06-03,Damai,Selesai
50292,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50292 untuk NIK 100324,100324,130,82,2024-01-02,2025-06-29,,,Proses
50293,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50293 untuk NIK 100766,100766,433,850,2024-07-21,2025-09-06,2025-11-06,Menang,Selesai
50294,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50294 untuk NIK 100968,100968,917,341,2025-01-20,2025-04-30,2025-05-18,Menang,Selesai
50295,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50295 untuk NIK 100825,100825,297,187,2024-06-30,2025-03-22,,,Proses
50296,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50296 untuk NIK 100060,100060,880,642,2025-04-29,2025-05-13,2025-10-30,Kalah,Selesai
50297,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50297 untuk NIK 100533,100533,173,972,2024-03-21,2025-10-17,,,Proses
50298,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50298 untuk NIK 100937,100937,988,418,2025-07-30,2025-10-13,,,Pending
50299,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50299 untuk NIK 100431,100431,3,364,2025-11-25,2025-12-28,,,Pending
50300,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50300 untuk NIK 100843,100843,910,807,2024-08-18,2025-03-30,,,Proses
50301,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50301 untuk NIK 100548,100548,167,979,2025-10-15,2025-11-08,,,Proses
50302,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50302 untuk NIK 100608,100608,867,710,2024-01-13,2025-11-12,,,Proses
50303,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50303 untuk NIK 100503,100503,143,472,2024-02-15,2024-06-25,,,Pending
50304,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50304 untuk NIK 100451,100451,682,308,2025-11-07,2025-11-20,2025-12-24,Menang,Selesai
50305,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50305 untuk NIK 100289,100289,685,931,2024-10-09,2025-10-16,2025-11-02,Damai,Selesai
50306,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50306 untuk NIK 100070,100070,24,792,2025-02-24,2025-04-17,,,Proses
50307,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50307 untuk NIK 100265,100265,40,228,2024-05-14,2025-11-27,,,Proses
50308,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50308 untuk NIK 100060,100060,43,145,2025-09-26,2025-10-30,2025-12-28,Menang,Selesai
50309,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50309 untuk NIK 100506,100506,40,649,2025-12-11,2025-12-16,,,Proses
50310,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50310 untuk NIK 100519,100519,527,812,2025-07-29,2025-09-10,2025-10-12,Kalah,Selesai
50311,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50311 untuk NIK 100248,100248,116,939,2024-06-28,2025-08-31,2025-12-24,Damai,Selesai
50312,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50312 untuk NIK 100021,100021,77,359,2024-04-04,2025-08-17,,,Pending
50313,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50313 untuk NIK 100154,100154,289,310,2025-04-04,2025-12-03,,,Proses
50314,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50314 untuk NIK 100314,100314,376,329,2024-04-01,2024-05-12,,,Pending
50315,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50315 untuk NIK 100564,100564,501,903,2025-04-13,2025-05-27,,,Proses
50316,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50316 untuk NIK 100277,100277,602,79,2025-12-24,2025-12-28,,,Proses
50317,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50317 untuk NIK 100284,100284,58,727,2025-09-11,2025-11-29,2025-12-28,Menang,Selesai
50318,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50318 untuk NIK 100474,100474,265,322,2024-11-05,2025-02-13,,,Pending
50319,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50319 untuk NIK 100652,100652,254,731,2024-09-30,2024-12-11,,,Proses
50320,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50320 untuk NIK 100075,100075,998,170,2025-02-18,2025-11-14,,,Proses
50321,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50321 untuk NIK 100357,100357,816,196,2025-11-06,2025-12-18,,,Pending
50322,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50322 untuk NIK 100095,100095,903,329,2025-12-27,2025-12-29,,,Pending
50323,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50323 untuk NIK 100550,100550,727,220,2025-09-04,2025-09-22,,,Pending
50324,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50324 untuk NIK 100702,100702,643,753,2025-06-08,2025-12-28,,,Proses
50325,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 50325 untuk NIK 100688,100688,139,273,2025-05-12,2025-07-02,,,Proses
50326,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50326 untuk NIK 100029,100029,101,160,2025-08-19,2025-11-07,,,Pending
50327,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 50327 untuk NIK 100694,100694,358,439,2025-03-18,2025-11-10,,,Pending
50328,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 50328 untuk NIK 100017,100017,825,895,2024-12-14,2025-03-08,2025-10-03,Damai,Selesai
50329,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 50329 untuk NIK 100300,100300,878,981,2025-02-23,2025-03-15,,,Pending
50330,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 50330 untuk NIK 100629,100629,545,26,2025-03-25,2025-08-18,2025-11-09,Menang,Selesai
50331,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 50331 untuk NIK 100280,100280,10,458,2025-02-09,2025-10-29,2025-11-23,Menang,Selesai
