NIK,Nama_Klien,Tgl_Daftar,No_Tlp_K,Email_K,Alamat_K,Gender_K,Tmpt_tgl_lhr_K,Tgl_lhr_K,Jenis_LH
100132,"drg. Ulva Saragih, M.Pd",2024-01-27,(0175) 985 0667,klien132_year-arrive@perum.biz.id,"Jl. M.H Thamrin No. 8, Kota Administrasi Jakarta Utara, Sulawesi Utara 43198",Wanita,Kota Administrasi Jakarta Barat,1966-08-26,117
100133,Taufan Anggriawan,2025-08-24,083 839 5304,klien133_tend-form-enough@perum.mil.id,"Jl. Waringin No. 204, Batu, Sulawesi Utara 63595",Wanita,Pekanbaru,2001-06-26,302
100134,"drg. Ega Maulana, M.Kom.",2025-09-19,+62-0845-391-89,klien134_amount-year-figure@cv.web.id,"Jl. Rajiman No. 5, Banjar, DI Yogyakarta 50359",Wanita,Madiun,1968-08-15,399
100135,"Harsaya Hardiansyah, S.Sos",2025-12-03,+62 (14) 899-10,klien135_such-difficult@pd.co.id,"Jl. Yos Sudarso No. 67, Salatiga, SN 29278",Wanita,Padang Sidempuan,1966-03-03,552
100136,Natalia Oktaviani,2024-11-08,(0355) 698 5261,klien136_seek-parent-great@perum.int,"Gg. Cempaka No. 1, Depok, Kepulauan Riau 53003",Wanita,Bima,1996-05-03,651
100137,Lintang Zulaika,2025-04-04,+62 (245) 465 3,klien137_pay-less-another@pt.my.id,"Jalan Rajawali Timur No. 67, Payakumbuh, ST 90254",Laki-Laki,Subulussalam,2005-10-10,810
100138,Hamima Situmorang,2024-01-12,+62 (97) 912-22,klien138_forward-three-call@ud.mil.id,"Gg. Cikutra Timur No. 1, Sorong, Maluku 72714",Laki-Laki,Singkawang,2004-12-10,480
100139,"Panca Riyanti, S.H.",2024-12-14,+62 (583) 345-6,klien139_music-kid-necessary@pd.go.id,"Jl. Asia Afrika No. 52, Tarakan, SU 64933",Wanita,Bengkulu,2003-11-14,781
100140,Daniswara Suartini,2025-07-06,+62-0403-404-13,klien140_across-high-reflect@ud.net.id,"Gang Rungkut Industri No. 0, Banda Aceh, KU 43311",Wanita,Tanjungpinang,1981-09-04,392
100141,Irwan Tampubolon,2024-02-28,084 504 8624,klien141_forget-knowledge@perum.desa.id,"Gang Gardujati No. 418, Mataram, BB 11419",Laki-Laki,Bengkulu,1965-05-24,656
100142,Cakrabirawa Pratama,2025-06-27,(019) 398-7106,klien142_near-suggest@pt.desa.id,"Jalan Monginsidi No. 65, Blitar, PA 37251",Laki-Laki,Madiun,1997-02-22,603
100143,"Kayun Palastri, S.E.I",2025-08-26,0813103672,klien143_low-serve-upon@pt.co.id,"Jalan Ahmad Yani No. 1, Gorontalo, JK 81609",Wanita,Bukittinggi,1998-02-18,869
100144,Pranata Wastuti,2025-01-28,+62 (086) 538 4,klien144_represent-when-your@pd.ac.id,"Gang Cikutra Barat No. 5, Surakarta, MA 89203",Wanita,Gorontalo,1998-04-10,578
100145,Drs. Ratih Prayoga,2025-11-25,+62-0851-221-72,klien145_appear-effort-hot@pd.ponpes.id,"Gang Ronggowarsito No. 6, Jayapura, Bengkulu 09720",Laki-Laki,Surakarta,1969-06-23,198
100146,Cut Tania Suryatmi,2024-03-01,+62 (340) 085-0,klien146_mr-reality@perum.gov,"Jl. Cikutra Barat No. 557, Medan, JA 13555",Wanita,Kotamobagu,1986-10-03,173
100147,"R.A. Padmi Habibi, S.H.",2024-04-25,(023) 353 2459,klien147_side-base-fund-act@pd.sch.id,"Gang Astana Anyar No. 818, Tangerang Selatan, Papua Barat 17265",Laki-Laki,Prabumulih,1981-06-28,695
100148,"Hasim Usada, S.E.I",2025-11-20,(033) 322-3711,klien148_major-rule-study@perum.net.id,"Jalan Cihampelas No. 21, Kota Administrasi Jakarta Barat, KU 73467",Wanita,Batu,1987-10-02,998
100149,Julia Kuswoyo,2025-09-25,+62-624-690-011,klien149_land-green@pd.go.id,"Gang Otto Iskandardinata No. 714, Gorontalo, DKI Jakarta 85162",Laki-Laki,Tarakan,1996-12-15,657
100150,Laila Kurniawan,2025-07-17,+62-0558-385-08,klien150_term-imagine@pt.mil.id,"Gg. Rajawali Timur No. 8, Batu, Maluku 81608",Wanita,Bekasi,1972-06-30,997
100151,"drg. Dagel Natsir, S.H.",2025-12-23,+62-088-630-914,klien151_rule-between-final@pt.id,"Jl. BKR No. 9, Tidore Kepulauan, RI 06117",Laki-Laki,Tarakan,1965-12-10,118
100152,Koko Maulana,2025-01-16,+62 (0605) 950 ,klien152_sit-agent-national@perum.web.id,"Jalan Soekarno Hatta No. 7, Subulussalam, MU 22742",Laki-Laki,Padangpanjang,1998-07-31,928
100153,Virman Yolanda,2025-11-01,+62 (0726) 324-,klien153_surface-tv-region@pt.net.id,"Jalan Asia Afrika No. 76, Bogor, SR 53511",Laki-Laki,Gorontalo,1973-06-01,43
100154,Oliva Thamrin,2025-03-18,(0548) 678-9734,klien154_even-effort-art@ud.mil,"Gang Ahmad Dahlan No. 259, Jambi, Kalimantan Tengah 42150",Laki-Laki,Palangkaraya,1970-12-21,176
100155,Arsipatra Tampubolon,2025-11-02,+62 (48) 031-99,klien155_try-interest-follow@pd.ponpes.id,"Jalan Ciwastra No. 62, Tarakan, SG 47883",Laki-Laki,Denpasar,1988-09-13,254
100156,"Jail Manullang, S.H.",2025-12-23,+62 (80) 690-97,klien156_these-police-her@perum.ac.id,"Jalan Jakarta No. 1, Tegal, BA 74003",Wanita,Banjar,1984-06-15,147
100157,Nasim Hartati,2024-01-23,+62-499-385-894,klien157_argue-deep-others@perum.edu,"Jalan Ir. H. Djuanda No. 04, Solok, MU 66176",Wanita,Batu,1998-08-13,551
100158,R. Cornelia Kuswoyo,2025-01-03,(0844) 223-0521,klien158_dream-wish@pd.id,"Gg. Cikutra Barat No. 00, Tanjungpinang, KB 03402",Wanita,Parepare,1998-07-18,667
100159,Sadina Siregar,2024-08-09,+62-0511-961-59,klien159_already-of-hit-born@pd.id,"Gang Pacuan Kuda No. 4, Tomohon, Maluku Utara 82845",Wanita,Palu,1965-07-14,4
100160,Uchita Mansur,2025-05-26,+62 (058) 648 2,klien160_strategy-half-hold@perum.web.id,"Gang Soekarno Hatta No. 4, Makassar, KI 17086",Laki-Laki,Bandung,1985-08-02,492
100161,Jamil Sihotang,2024-12-21,+62-071-828-170,klien161_understand-mother@cv.web.id,"Jl. Kiaracondong No. 336, Pasuruan, Sumatera Utara 05292",Laki-Laki,Padang,1979-12-14,924
100162,Cornelia Budiman,2025-11-29,+62-359-983-432,klien162_baby-capital-police@ud.biz.id,"Jalan S. Parman No. 462, Salatiga, NT 88709",Wanita,Madiun,1995-09-04,523
100163,Zelaya Yuliarti,2024-05-15,+62-0100-252-09,klien163_local-also-fall@pd.id,"Jalan M.H Thamrin No. 6, Pekalongan, YO 38067",Laki-Laki,Pagaralam,1993-11-16,140
100164,H. Bahuwirya Astuti,2025-02-14,+62 (24) 614-99,klien164_rule-single-mind@ud.int,"Gg. PHH. Mustofa No. 53, Palopo, LA 75192",Laki-Laki,Padang,1970-03-24,409
100165,Drs. Utama Ramadan,2025-10-14,(020) 984 5387,klien165_such-risk-president@pd.or.id,"Jalan Sadang Serang No. 2, Kota Administrasi Jakarta Selatan, DKI Jakarta 33241",Laki-Laki,Pematangsiantar,1998-03-31,284
100166,"Cut Ira Iswahyudi, S.E.I",2025-03-18,(0633) 937-4000,klien166_sometimes@cv.org,"Gang Sukajadi No. 41, Banjar, KB 09520",Laki-Laki,Jayapura,1997-10-17,907
100167,Dt. Mustika Tarihoran,2024-04-02,+62 (46) 860-18,klien167_whose-reach-recent@pt.org,"Gang Peta No. 38, Banda Aceh, KT 48659",Wanita,Blitar,1996-04-22,514
100168,Drs. Vanya Halimah,2024-11-22,(056) 832 1314,klien168_alone-and-believe@pd.com,"Gg. Waringin No. 69, Purwokerto, Kalimantan Barat 33687",Wanita,Cilegon,1989-11-27,220
100169,Ana Rahmawati,2024-06-22,+62 (0654) 060 ,klien169_important-first-bag@cv.ac.id,"Jalan Rungkut Industri No. 70, Sungai Penuh, NT 62040",Wanita,Surabaya,1975-05-06,123
100170,Padma Setiawan,2025-09-03,+62 (095) 584-8,klien170_according-bit-work@pt.net,"Jl. Dr. Djunjunan No. 06, Lhokseumawe, JA 29654",Laki-Laki,Denpasar,1968-02-07,331
100171,Rini Aryani,2024-08-25,+62-683-665-278,klien171_until-beyond@ud.mil,"Jalan R.E Martadinata No. 893, Ambon, Nusa Tenggara Barat 63200",Laki-Laki,Kota Administrasi Jakarta Selatan,1981-03-25,820
100172,Cinthia Dongoran,2025-05-12,+62 (0458) 218 ,klien172_former-country-hour@perum.mil,"Gang Jamika No. 90, Medan, KS 76718",Laki-Laki,Tanjungbalai,1998-08-05,771
100173,"T. Hairyanto Wibowo, S.Kom",2025-11-06,+62-17-545-9167,klien173_option-full@pd.desa.id,"Gg. Indragiri No. 481, Langsa, KT 49028",Wanita,Bandung,1981-10-25,567
100174,"Edison Rahmawati, S.E.",2024-01-26,(0518) 514 7110,klien174_long-behavior-other@cv.or.id,"Jalan Ahmad Yani No. 533, Kota Administrasi Jakarta Pusat, JA 97020",Wanita,Manado,1988-05-13,861
100175,Ajiman Nurdiyanti,2024-09-09,+62 (218) 934 9,klien175_partner-visit-occur@pt.or.id,"Gang Gegerkalong Hilir No. 0, Denpasar, DI Yogyakarta 17357",Wanita,Madiun,1998-02-09,118
100176,Harsanto Dabukke,2025-06-23,(0355) 579-2510,klien176_senior-him-majority@ud.com,"Jl. Cihampelas No. 948, Mataram, Lampung 79039",Laki-Laki,Mojokerto,1970-03-24,628
100177,Keisha Susanti,2024-03-22,+62 (602) 190-5,klien177_job-become-employee@perum.my.id,"Gg. Ciwastra No. 92, Tegal, Jambi 02201",Laki-Laki,Kotamobagu,1998-11-13,423
100178,Daryani Sihombing,2024-08-13,+62 (81) 469 25,klien178_offer-old-trial@pt.edu,"Gg. Rajawali Timur No. 484, Palu, JI 67304",Laki-Laki,Sorong,1993-01-27,498
100179,"Dr. Wakiman Kuswoyo, M.Ak",2024-07-22,+62 (071) 142 5,klien179_sister-share-down@cv.web.id,"Jl. Raya Setiabudhi No. 457, Tangerang Selatan, Papua Barat 66671",Wanita,Bukittinggi,1999-05-03,731
100180,Ida Adriansyah,2025-08-13,(0095) 642-8067,klien180_option-always@cv.mil.id,"Jalan Soekarno Hatta No. 895, Pekalongan, Sulawesi Tenggara 81459",Wanita,Makassar,1968-01-23,839
100181,"Drs. Citra Hastuti, M.Kom.",2024-04-20,+62 (0957) 589 ,klien181_sure-wind-sing@pd.web.id,"Jl. R.E Martadinata No. 282, Batam, BB 23138",Laki-Laki,Solok,1999-09-04,531
100182,Kani Pranowo,2025-08-27,(078) 000-1569,klien182_interesting-become@pt.id,"Gg. Rawamangun No. 2, Bitung, SB 98869",Laki-Laki,Bengkulu,1993-04-28,809
100183,Najam Uwais,2025-05-19,(0758) 209 2410,klien183_allow-bed-natural@pt.mil,"Jl. KH Amin Jasuta No. 325, Tangerang, Sulawesi Tenggara 13021",Wanita,Kendari,2003-02-05,522
100184,Ellis Kurniawan,2025-10-01,+62-005-857-670,klien184_together-brother@pd.gov,"Gang Peta No. 80, Surabaya, YO 65729",Laki-Laki,Pariaman,1974-04-14,709
100185,"Yosef Nugroho, M.Ak",2025-09-17,(0173) 153-0245,klien185_fear-agency-tough@pd.edu,"Gg. S. Parman No. 5, Tanjungbalai, BE 26863",Wanita,Banjar,1966-02-12,636
100186,Drs. Gangsar Maheswara,2025-01-31,0845698120,klien186_then-mouth-really@cv.co.id,"Gg. Pacuan Kuda No. 721, Padang, KS 24135",Laki-Laki,Sawahlunto,1996-02-16,817
100187,Gamani Hidayat,2024-07-12,+62-086-678-011,klien187_agreement-hospital@ud.net.id,"Gg. Cikapayang No. 8, Gorontalo, KU 95776",Wanita,Gorontalo,1997-05-11,913
100188,Salsabila Jailani,2025-02-05,+62-0220-226-43,klien188_head-blue-occur@pt.org,"Jalan Bangka Raya No. 8, Pangkalpinang, ST 19042",Wanita,Malang,1971-10-15,397
100189,"Dalima Rahayu, S.Kom",2024-08-23,084 526 9946,klien189_school-thank-far@pt.int,"Gg. Jend. Sudirman No. 678, Denpasar, LA 18086",Wanita,Sabang,1984-10-17,465
100190,"Puji Hutapea, S.E.I",2024-06-17,(096) 836-5998,klien190_science-until@pd.edu,"Jalan Rajiman No. 8, Denpasar, LA 46590",Wanita,Subulussalam,1966-04-25,381
100191,Niyaga Siregar,2025-07-27,+62-057-983-842,klien191_situation-ago-staff@perum.ac.id,"Gg. Medokan Ayu No. 9, Kendari, SU 98176",Laki-Laki,Jayapura,1985-08-04,323
100192,"Ayu Budiman, S.Gz",2024-05-08,+62-37-967-3168,klien192_direction-mr-argue@ud.sch.id,"Gang Rawamangun No. 5, Madiun, Kepulauan Riau 59728",Laki-Laki,Tangerang Selatan,1985-10-15,987
100193,Nurul Firmansyah,2024-11-30,(0393) 389 1192,klien193_or-concern-south@cv.mil,"Jalan Rumah Sakit No. 433, Binjai, BA 69884",Wanita,Tebingtinggi,1968-12-28,253
100194,Dr. Lalita Marbun,2024-09-03,(0215) 405 9496,klien194_produce-government@ud.or.id,"Gg. Ciumbuleuit No. 37, Sibolga, KS 80938",Wanita,Padang,1993-04-30,973
100195,Prasetyo Mardhiyah,2025-12-02,0868667236,klien195_interesting-no@pt.my.id,"Jalan Abdul Muis No. 07, Blitar, Sulawesi Utara 40177",Wanita,Sukabumi,1990-12-25,678
100196,R.A. Gilda Riyanti,2025-05-11,+62 (96) 992-05,klien196_until-city-to@ud.gov,"Gang Gegerkalong Hilir No. 868, Probolinggo, Bengkulu 16339",Laki-Laki,Palangkaraya,1987-05-23,530
100197,R. Mursita Usamah,2024-11-12,(035) 255 2196,klien197_agree-store-like@ud.mil.id,"Gg. Raya Setiabudhi No. 152, Bogor, Riau 71916",Laki-Laki,Banjarbaru,1979-11-30,437
100198,Rahayu Kuswandari,2025-07-19,+62-56-063-8722,klien198_process-not-wife@pt.my.id,"Gg. Jend. Sudirman No. 120, Yogyakarta, KB 26485",Wanita,Kota Administrasi Jakarta Barat,1981-10-20,85
100199,Pia Firgantoro,2024-11-06,+62-334-177-956,klien199_civil-fill@cv.ponpes.id,"Jalan Ahmad Dahlan No. 42, Denpasar, AC 92683",Laki-Laki,Cilegon,1966-01-01,161
100200,Oliva Putra,2025-08-22,+62 (795) 924 5,klien200_low-land-star-ever@cv.desa.id,"Jalan Abdul Muis No. 690, Lhokseumawe, Sumatera Barat 30289",Laki-Laki,Manado,1973-11-08,434
100201,Jarwadi Hartati,2025-01-11,(0812) 719 7506,klien201_foreign@pd.id,"Jl. M.T Haryono No. 57, Batu, Papua Barat 74036",Wanita,Tebingtinggi,1984-03-04,644
100202,Okta Kusmawati,2024-02-21,(0194) 341 7370,klien202_on-opportunity@pt.ponpes.id,"Gang H.J Maemunah No. 89, Samarinda, Gorontalo 10533",Wanita,Sungai Penuh,1970-06-28,663
100203,"Halima Rajata, M.Kom.",2025-10-29,(0685) 348 0406,klien203_within-item-gun-she@ud.edu,"Gg. Moch. Toha No. 93, Bontang, KU 95510",Wanita,Palembang,1981-08-02,214
100204,"dr. Gatot Wibowo, M.Kom.",2024-07-06,+62 (879) 004-0,klien204_fall-act@pd.int,"Gang Rajawali Barat No. 7, Batu, GO 23130",Wanita,Pariaman,1994-10-03,955
100205,"Sabri Tarihoran, M.M.",2025-09-29,+62 (0279) 240 ,klien205_executive-later-not@ud.org,"Jalan Peta No. 632, Bandar Lampung, SN 82950",Wanita,Kota Administrasi Jakarta Utara,1986-12-31,651
100206,Farhunnisa Lazuardi,2024-07-12,+62 (997) 154 9,klien206_dream-specific@cv.ac.id,"Gang Monginsidi No. 595, Medan, Kalimantan Barat 79286",Laki-Laki,Surabaya,1990-11-24,837
100207,Unjani Saragih,2025-09-02,0869870553,klien207_owner-executive@perum.desa.id,"Jalan Cihampelas No. 4, Samarinda, BE 58060",Wanita,Cirebon,1970-08-07,537
100208,Bala Najmudin,2025-10-03,+62-29-349-8957,klien208_report-though@cv.my.id,"Gg. Pasteur No. 746, Kota Administrasi Jakarta Selatan, KR 61130",Wanita,Surabaya,1970-08-20,575
100209,Suci Safitri,2024-08-27,+62-091-877-111,klien209_house-within-this@cv.net.id,"Gang Suryakencana No. 180, Pagaralam, GO 05294",Laki-Laki,Kota Administrasi Jakarta Pusat,1984-09-10,585
100210,"R.A. Cinta Pangestu, S.Pd",2024-05-13,+62 (037) 654 3,klien210_even-mission-bed@ud.ponpes.id,"Jalan Pasirkoja No. 27, Meulaboh, PA 67512",Laki-Laki,Padang Sidempuan,1972-12-20,481
100211,Cinthia Suryatmi,2025-01-21,+62-80-485-3998,klien211_create-law-read@pd.mil,"Gg. Antapani Lama No. 404, Bandar Lampung, Bengkulu 04321",Wanita,Tebingtinggi,1978-12-22,604
100212,Nurul Haryanto,2024-10-03,+62-195-168-543,klien212_analysis-federal@ud.go.id,"Jl. Pasteur No. 6, Cirebon, GO 80474",Laki-Laki,Kediri,1982-09-17,192
100213,"Yuliana Nababan, M.Ak",2024-04-24,+62 (53) 050-08,klien213_actually-director@pt.my.id,"Gang Dipenogoro No. 23, Samarinda, Gorontalo 20316",Laki-Laki,Serang,1972-12-09,468
100214,"Zaenab Pratiwi, S.I.Kom",2024-03-16,+62-83-094-6233,klien214_sister-pattern@cv.or.id,"Jl. Jakarta No. 2, Tangerang, BB 53953",Wanita,Lhokseumawe,1986-10-23,326
100215,"Bakiadi Setiawan, M.TI.",2025-01-30,0808500950,klien215_result-any-model@cv.my.id,"Jalan Erlangga No. 536, Makassar, GO 81933",Wanita,Sawahlunto,1988-02-09,508
100216,"Viman Gunawan, M.M.",2025-03-20,0866436267,klien216_increase-thing@cv.web.id,"Jl. Jakarta No. 6, Banjar, Papua 35597",Wanita,Jambi,1974-08-18,836
100217,Hani Wijaya,2025-12-27,084 088 5274,klien217_debate-under-rise@perum.biz.id,"Jl. Asia Afrika No. 225, Palangkaraya, Papua 89334",Laki-Laki,Bau-Bau,1973-08-16,850
100218,Najam Maryadi,2025-06-25,+62-58-734-5305,klien218_tonight-ahead-class@pd.biz.id,"Gang Gedebage Selatan No. 88, Solok, Jawa Timur 09216",Laki-Laki,Serang,2003-03-04,208
100219,Gangsa Wijaya,2024-11-12,+62-649-212-384,klien219_create-take-three@perum.ac.id,"Jalan Cikapayang No. 225, Jambi, JB 60734",Wanita,Pagaralam,1982-08-17,267
100220,Ir. Uda Nainggolan,2024-02-18,+62 (408) 931-1,klien220_full-significant@perum.edu,"Jalan Gardujati No. 069, Padang Sidempuan, Kepulauan Riau 87578",Laki-Laki,Mataram,1991-11-07,422
100221,Makara Putra,2024-06-16,0838003364,klien221_security-discover@pt.id,"Jalan H.J Maemunah No. 249, Surakarta, SN 20005",Wanita,Ternate,1975-10-08,815
100222,Dalimin Pradipta,2024-10-06,+62 (001) 336 3,klien222_tonight-church-now@pd.ponpes.id,"Jl. Gegerkalong Hilir No. 168, Padang Sidempuan, BT 20807",Laki-Laki,Lhokseumawe,1978-07-15,12
100223,"Saka Prasasta, S.Gz",2025-02-16,(0912) 076-1241,klien223_would-quality@pd.desa.id,"Gang Cikapayang No. 8, Palangkaraya, Kalimantan Utara 27232",Laki-Laki,Madiun,1972-06-27,164
100224,"Drs. Gatra Ardianto, S.IP",2024-03-24,+62 (635) 622-5,klien224_well-agreement@ud.biz.id,"Jalan Sukajadi No. 52, Tebingtinggi, Riau 49955",Laki-Laki,Palembang,1979-12-02,435
100225,"Qori Mustofa, S.E.",2024-05-03,+62-62-473-1182,klien225_evidence-matter@cv.mil.id,"Gang Moch. Ramdan No. 29, Dumai, JA 48470",Laki-Laki,Bitung,1995-02-18,684
100226,Karja Natsir,2025-12-28,089 186 1745,klien226_agree-three-cup@perum.sch.id,"Jalan Jakarta No. 8, Yogyakarta, YO 31450",Wanita,Ternate,1984-01-10,307
100227,Chandra Sitorus,2025-11-11,084 063 0755,klien227_direction-protect@cv.net,"Gg. Soekarno Hatta No. 0, Ternate, PB 29227",Laki-Laki,Balikpapan,1999-04-03,136
100228,Hairyanto Sirait,2024-11-21,(0727) 319 9487,klien228_because-standard@ud.web.id,"Gg. Tubagus Ismail No. 20, Malang, MA 12326",Wanita,Pangkalpinang,2005-07-11,508
100229,Putu Prakasa,2025-02-20,087 224 1536,klien229_town-school-to-kid@perum.sch.id,"Gang Cempaka No. 925, Balikpapan, Maluku 14264",Wanita,Bengkulu,1997-07-13,983
100230,Puti Vicky Tampubolon,2024-10-23,(063) 300 3046,klien230_allow-talk-program@pd.mil,"Jl. Raya Ujungberung No. 7, Payakumbuh, MA 82525",Laki-Laki,Tanjungpinang,1989-02-12,126
100231,Ifa Habibi,2025-01-15,+62 (0334) 503-,klien231_support-sell@cv.sch.id,"Gg. KH Amin Jasuta No. 6, Tanjungpinang, Sulawesi Tengah 40753",Laki-Laki,Bogor,1998-10-06,38
100232,Kamidin Permadi,2024-11-23,+62 (037) 240 3,klien232_draw-eat-reflect@pd.sch.id,"Gg. Bangka Raya No. 344, Palu, JI 42278",Wanita,Dumai,1974-06-18,744
100233,Ir. Ikin Wahyudin,2024-11-08,+62 (99) 319 74,klien233_thus-child-around@pt.com,"Gg. Medokan Ayu No. 2, Padang Sidempuan, SR 43743",Laki-Laki,Gorontalo,1991-03-19,637
100234,Zamira Putra,2025-11-18,081 167 4157,klien234_contain-author@cv.ponpes.id,"Jl. W.R. Supratman No. 49, Bandung, Banten 90142",Wanita,Tomohon,2002-12-08,878
100235,"Salsabila Thamrin, M.TI.",2024-07-23,+62-87-892-9464,klien235_your-coach-positive@perum.ponpes.id,"Gang Yos Sudarso No. 6, Tangerang, PA 72588",Laki-Laki,Mataram,2000-05-31,185
100236,Mustika Uwais,2024-02-05,+62 (004) 684-5,klien236_then-social-start@cv.web.id,"Jl. Surapati No. 548, Medan, KU 10863",Laki-Laki,Batam,1995-12-18,782
100237,"Ir. Umi Fujiati, M.TI.",2024-06-29,+62 (052) 706-2,klien237_health-just-energy@pt.gov,"Gg. Otto Iskandardinata No. 69, Mojokerto, PA 93693",Wanita,Metro,1999-05-20,271
100238,"Tgk. Rahayu Wahyudin, M.Pd",2025-01-17,+62 (091) 253-4,klien238_draw-popular-threat@perum.mil,"Jalan BKR No. 530, Cirebon, SR 90155",Laki-Laki,Gorontalo,1972-05-24,99
100239,Samiah Marbun,2025-03-07,(029) 866-4680,klien239_perhaps-science@pd.net.id,"Gang Dipatiukur No. 54, Bogor, SN 93487",Wanita,Denpasar,1993-06-03,787
100240,dr. Kenes Yolanda,2025-06-23,+62 (816) 466-2,klien240_apply-beat-court@pt.id,"Jalan Ahmad Dahlan No. 255, Singkawang, BB 93631",Laki-Laki,Tomohon,1979-10-16,698
100241,"Gabriella Rajata, M.Farm",2025-04-24,+62-034-735-259,klien241_skin-discuss@perum.go.id,"Jalan Monginsidi No. 945, Bau-Bau, LA 04974",Laki-Laki,Cimahi,1988-07-24,446
100242,Harjo Haryanti,2025-09-05,+62 (0053) 762 ,klien242_throughout-hold@perum.org,"Gang Jayawijaya No. 300, Yogyakarta, Kalimantan Selatan 05706",Wanita,Padang,1990-01-29,591
100243,Amelia Marpaung,2024-07-16,(0760) 323-4903,klien243_really-itself@perum.net.id,"Jalan Soekarno Hatta No. 7, Bogor, JK 32053",Wanita,Probolinggo,1978-04-07,174
100244,Kadir Nuraini,2024-10-16,+62 (063) 939 0,klien244_parent-me-drive@pd.id,"Jalan PHH. Mustofa No. 749, Ternate, Kalimantan Selatan 70425",Laki-Laki,Prabumulih,1990-11-19,914
100245,drg. Jumari Yuniar,2025-10-29,0828666525,klien245_reality-there@pt.net.id,"Jl. Wonoayu No. 5, Tasikmalaya, SR 72599",Wanita,Tarakan,1971-04-10,599
100246,Jane Pradana,2025-10-13,+62 (336) 784 5,klien246_improve-time-front@ud.go.id,"Gg. Wonoayu No. 36, Batu, Kalimantan Selatan 98459",Laki-Laki,Tebingtinggi,1987-01-05,568
100247,Eka Tampubolon,2024-03-22,+62 (0408) 210 ,klien247_central-trouble@ud.desa.id,"Jalan Jakarta No. 2, Kupang, Aceh 89444",Laki-Laki,Bukittinggi,1979-09-29,409
100248,"Ir. Safina Riyanti, S.Sos",2025-05-09,0826112788,klien248_across-billion-term@pd.com,"Jl. Medokan Ayu No. 29, Kupang, Papua Barat 57644",Wanita,Samarinda,1998-10-09,345
100249,"Winda Zulkarnain, S.I.Kom",2025-06-09,+62 (050) 646 4,klien249_measure-direction@cv.co.id,"Gg. Suniaraja No. 15, Pangkalpinang, Kalimantan Utara 71151",Laki-Laki,Tarakan,2000-12-05,456
100250,Cawisono Prasetya,2024-02-13,+62 (29) 892-59,klien250_little-first-open@cv.id,"Jalan Monginsidi No. 67, Lubuklinggau, SN 89059",Laki-Laki,Meulaboh,1975-10-21,132
100251,Ajeng Handayani,2025-06-12,0817288190,klien251_financial-most-new@cv.go.id,"Jalan Jayawijaya No. 43, Kendari, NB 42438",Laki-Laki,Subulussalam,1974-05-13,493
100252,Salimah Anggraini,2025-04-16,+62 (031) 749 0,klien252_recently-around@ud.go.id,"Jl. Kebonjati No. 7, Pagaralam, Banten 33725",Laki-Laki,Batam,1998-05-21,922
100253,Jasmin Marbun,2025-08-13,+62 (910) 146-1,klien253_manager-training@cv.mil.id,"Gang Kutisari Selatan No. 180, Kota Administrasi Jakarta Pusat, Sulawesi Utara 77536",Wanita,Bogor,1995-06-20,266
100254,Fitria Kuswandari,2024-02-19,+62 (060) 205 7,klien254_total-sure-sound@perum.ac.id,"Jl. Raya Ujungberung No. 04, Kotamobagu, Kalimantan Selatan 21450",Laki-Laki,Bekasi,2000-04-13,503
100255,"Balapati Fujiati, S.T.",2024-05-04,(0947) 273-0629,klien255_probably@pt.my.id,"Jalan Gardujati No. 8, Padangpanjang, Kepulauan Riau 79450",Laki-Laki,Kendari,1996-07-26,69
100256,"Arta Pradana, S.E.",2025-06-09,+62 (061) 546 6,klien256_firm-beat-news@pd.or.id,"Jalan Cikapayang No. 111, Bandar Lampung, LA 27643",Laki-Laki,Kupang,1983-01-07,228
100257,"Jarwi Mayasari, M.Farm",2025-01-12,+62-056-648-808,klien257_process-light@pd.mil.id,"Gang Kapten Muslihat No. 41, Blitar, Kalimantan Selatan 05214",Laki-Laki,Depok,1984-04-01,90
100258,KH. Mumpuni Saragih,2025-07-31,+62-12-154-6684,klien258_staff-mr-meet-until@pd.co.id,"Gg. K.H. Wahid Hasyim No. 44, Makassar, Kalimantan Tengah 14506",Laki-Laki,Madiun,1968-06-18,153
100259,"Limar Oktaviani, M.Pd",2025-11-23,+62-94-282-6765,klien259_form-while-least@pd.net,"Gg. Rajawali Barat No. 85, Bengkulu, Kalimantan Utara 07793",Wanita,Samarinda,2001-08-28,431
100260,drg. Cakrabuana Sihombing,2024-08-04,+62 (0646) 749 ,klien260_wife-trip-class@perum.my.id,"Jalan M.T Haryono No. 7, Purwokerto, GO 76763",Laki-Laki,Palembang,2003-02-03,914
100261,Zizi Nababan,2024-09-25,0814558208,klien261_team-later-figure@ud.ac.id,"Jl. Pasir Koja No. 05, Kota Administrasi Jakarta Pusat, BB 56603",Laki-Laki,Tegal,1970-11-26,970
100262,R.A. Puti Firgantoro,2025-10-11,+62 (0385) 492 ,klien262_cup-soldier-hotel@perum.go.id,"Jl. Moch. Ramdan No. 1, Medan, BA 80357",Wanita,Meulaboh,2004-01-06,944
100263,Olivia Januar,2024-09-21,+62-075-569-815,klien263_both-decision-far@perum.mil,"Jl. Jamika No. 32, Cirebon, Papua 25751",Wanita,Banda Aceh,1995-08-18,699
100264,Danuja Irawan,2024-03-04,(0209) 530-5500,klien264_use-mention@cv.net,"Jalan Sukajadi No. 80, Gorontalo, BB 44310",Wanita,Bogor,1996-04-16,665
